location,bhk,areawithtype,area,built_up_area,transaction,status,floornum,totalfloor,furnishing,facing,price_per_sqft,price,latitude,longitude
gota/jagatpur/newranip/sola,4,Carpet Area,1381,1519,New Property,Under Construction,5,14,Unfurnished,East,5000,1.25,23.1010002,72.5408363
vaishnodevi circle,3,Carpet Area,1197,1317,New Property,Under Construction,10,22,Unfurnished,North - East,5200,1.22,23.0428,72.5964
bopal/ghuma/shilaj/ambli,3,Carpet Area,1296,1426,Resale,Ready to Move,3,6,Unfurnished,West,6250,1.35,23.02353855,72.47052697610516
shela,3,Super Area,2598,2598,New Property,Under Construction,5,22,Unfurnished,East,5300,1.37,23.01313705,72.45356756504998
shela,3,Carpet Area,1507,1658,New Property,Under Construction,5,18,Unfurnished,North,5109,1.4,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,4,Super Area,3300,3300,New Property,Under Construction,4,14,Unfurnished,East,4000,1.32,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,3,Super Area,2250,2250,Resale,Ready to Move,2,13,Unfurnished,East,5911,1.33,23.02353855,72.47052697610516
vaishnodevi circle,4,Carpet Area,1806,1987,New Property,Under Construction,7,14,Unfurnished,East,4250,1.39,23.0428,72.5964
shantipura circle/sanathal,4,Carpet Area,2118,2330,New Property,Under Construction,10,14,Unfurnished,North - East,3300,1.27,22.987597,72.47144058390487
chharodi/tragad,3,Carpet Area,1470,1617,New Property,Under Construction,2,14,Unfurnished,East,4750,1.26,23.12295955,72.54044594045365
gota/jagatpur/newranip/sola,3,Carpet Area,1445,1590,New Property,Under Construction,10,21,Unfurnished,North,5144,1.36,23.1010002,72.5408363
vaishnodevi circle,3,Super Area,2349,2349,New Property,Under Construction,5,13,Unfurnished,East,5300,1.24,23.0428,72.5964
shantipura circle/sanathal,3,Carpet Area,1284,1412,New Property,Under Construction,8,14,Unfurnished,East,5182,1.21,22.987597,72.47144058390487
vaishnodevi circle,3,Carpet Area,1287,1416,New Property,Under Construction,2,14,Unfurnished,East,5431,1.26,23.0428,72.5964
shela,4,Carpet Area,3200,3520,New Property,Under Construction,10,14,Unfurnished,West,3800,1.21,23.01313705,72.45356756504998
paldi/derasar-rd/ambawadi,3,Super Area,1980,1980,New Property,Ready to Move,1,5,Unfurnished,East,6919,1.37,23.0145531,72.5635432
shela,3,Super Area,1876,1876,Resale,Ready to Move,4,11,Furnished,East,6930,1.3,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,4,Carpet Area,3000,3300,New Property,Under Construction,7,14,Unfurnished,East,4400,1.32,23.02353855,72.47052697610516
gandhinagar highway,3,Carpet Area,1228,1351,Resale,Ready to Move,5,14,Unfurnished,East,6374,1.35,23.0876721,72.6300562
vaishnodevi circle,3,Carpet Area,1200,1320,Resale,Ready to Move,2,14,Unfurnished,East,6320,1.3,23.0428,72.5964
chharodi/tragad,3,Carpet Area,1154,1269,New Property,Under Construction,12,14,Unfurnished,East,4885,1.25,23.12295955,72.54044594045365
gota/jagatpur/newranip/sola,3,Carpet Area,2268,2495,New Property,Ready to Move,-2,12,Unfurnished,East,5644,1.28,23.1010002,72.5408363
shela,4,Carpet Area,1953,2148,New Property,Under Construction,9,14,Unfurnished,East,3900,1.38,23.01313705,72.45356756504998
vaishnodevi circle,3,Carpet Area,1265,1392,New Property,Under Construction,8,20,Unfurnished,East,5391,1.24,23.0428,72.5964
chharodi/tragad,3,Carpet Area,1143,1257,Resale,Ready to Move,10,13,Furnished,East,6253,1.3,23.12295955,72.54044594045365
bopal/ghuma/shilaj/ambli,3,Carpet Area,1371,1508,Resale,Ready to Move,14,21,Unfurnished,East,5908,1.35,23.02353855,72.47052697610516
vastral/sardar patel ring rd/odhav,3,Carpet Area,1191,1310,Resale,Ready to Move,11,17,Furnished,East,6801,1.35,22.9948656,72.6624431
vaishnodevi circle,4,Super Area,3040,3040,New Property,Under Construction,9,18,Unfurnished,East,4200,1.27,23.0428,72.5964
shela,3,Super Area,2598,2598,New Property,Ready to Move,8,20,Unfurnished,North,5300,1.37,23.01313705,72.45356756504998
drive in rd/gurukul/naranpura,3,Carpet Area,1020,1122,Resale,Ready to Move,8,14,Unfurnished,East,7941,1.35,23.0448126,72.5436264
gota/jagatpur/newranip/sola,3,Carpet Area,1143,1257,Resale,Ready to Move,4,11,Furnished,East,6734,1.4,23.1010002,72.5408363
bodakdev/satellite/sindhubhavan marg,3,Carpet Area,1015,1116,New Property,Ready to Move,9,12,Semi-Furnished,East,7588,1.4,23.0445921,72.517344
gota/jagatpur/newranip/sola,3,Carpet Area,1200,1320,New Property,Under Construction,7,20,Unfurnished,East,6500,1.3,23.1010002,72.5408363
vastral/sardar patel ring rd/odhav,3,Super Area,2013,2013,Resale,Ready to Move,4,14,Unfurnished,East,6259,1.26,22.9948656,72.6624431
bopal/ghuma/shilaj/ambli,3,Carpet Area,1350,1485,New Property,Ready to Move,11,14,Unfurnished,East,5500,1.23,23.02353855,72.47052697610516
motera,3,Carpet Area,1125,1238,Resale,Ready to Move,4,6,Furnished,West,6684,1.25,23.0917717,72.59733447335586
gota/jagatpur/newranip/sola,3,Carpet Area,1100,1210,Resale,Ready to Move,10,14,Unfurnished,East,6778,1.3,23.1010002,72.5408363
chharodi/tragad,3,Carpet Area,1410,1551,New Property,Under Construction,6,14,Unfurnished,South - East,4990,1.28,23.12295955,72.54044594045365
bopal/ghuma/shilaj/ambli,3,Carpet Area,910,1001,Resale,Ready to Move,2,3,Unfurnished,North - East,8899,1.35,23.02353855,72.47052697610516
vaishnodevi circle,3,Super Area,1755,1755,Resale,Ready to Move,2,12,Furnished,East,7977,1.4,23.0428,72.5964
prahlad nagar/jivraj park/vejalpur/jodhpur,3,Carpet Area,1176,1294,New Property,Ready to Move,5,12,Unfurnished,East,6716,1.36,23.0002435,72.5054049
shela,3,Super Area,2041,2041,Resale,Ready to Move,7,12,Unfurnished,East,6124,1.25,23.01313705,72.45356756504998
vastral/sardar patel ring rd/odhav,3,Carpet Area,2013,2214,Resale,Ready to Move,5,15,Semi-Furnished,North - East,6210,1.25,22.9948656,72.6624431
bodakdev/satellite/sindhubhavan marg,3,Carpet Area,969,1066,Resale,Ready to Move,10,14,Unfurnished,East,7740,1.25,23.0445921,72.517344
motera,3,Carpet Area,1285,1414,New Property,Ready to Move,4,14,Unfurnished,East,5475,1.25,23.0917717,72.59733447335586
shela,4,Super Area,2825,2825,New Property,Under Construction,1,14,Unfurnished,East,4600,1.29,23.01313705,72.45356756504998
science city,3,Super Area,2025,2025,Resale,Ready to Move,2,7,Semi-Furnished,West,6420,1.3,23.077854,72.49479798780331
vaishnodevi circle,3,Carpet Area,1203,1323,Resale,Ready to Move,9,17,Unfurnished,South -West,6757,1.25,23.0428,72.5964
makarba/sarkhej,3,Super Area,2398,2398,Resale,Other,14,17,Unfurnished,East,5100,1.22,22.996342,72.5043085
vaishnodevi circle,3,Carpet Area,1082,1190,New Property,Under Construction,7,14,Unfurnished,East,6765,1.32,23.0428,72.5964
shela,3,Super Area,2041,2041,Resale,Ready to Move,8,14,Unfurnished,East,6614,1.35,23.01313705,72.45356756504998
makarba/sarkhej,3,Super Area,2398,2398,New Property,Under Construction,14,20,Unfurnished,East,5630,1.35,22.996342,72.5043085
bodakdev/satellite/sindhubhavan marg,3,Carpet Area,1131,1244,Resale,Ready to Move,5,14,Unfurnished,East,7427,1.4,23.0445921,72.517344
vaishnodevi circle,3,Carpet Area,1240,1364,New Property,Under Construction,19,22,Unfurnished,East,5500,1.34,23.0428,72.5964
prahlad nagar/jivraj park/vejalpur/jodhpur,3,Carpet Area,1008,1109,Resale,Ready to Move,11,13,Semi-Furnished,East,8333,1.4,23.0002435,72.5054049
prahlad nagar/jivraj park/vejalpur/jodhpur,3,Super Area,1915,1915,Resale,Ready to Move,4,14,Unfurnished,East,6789,1.3,23.0002435,72.5054049
paldi/derasar-rd/ambawadi,3,Carpet Area,1815,1997,Resale,Ready to Move,5,13,Unfurnished,East,7438,1.35,23.0145531,72.5635432
shantipura circle/sanathal,3,Carpet Area,1200,1320,Resale,Ready to Move,6,19,Unfurnished,East,6855,1.38,22.987597,72.47144058390487
gota/jagatpur/newranip/sola,3,Super Area,1989,1989,Resale,Ready to Move,5,10,Furnished,East,6536,1.3,23.1010002,72.5408363
navrangpura/memnagar/ellisbridge,3,Super Area,1530,1530,Resale,Ready to Move,5,7,Furnished,South,8497,1.3,23.0359998,72.5643429
prahlad nagar/jivraj park/vejalpur/jodhpur,3,Carpet Area,1400,1540,Resale,Ready to Move,5,7,Furnished,North - East,7368,1.4,23.0002435,72.5054049
bopal/ghuma/shilaj/ambli,3,Super Area,2115,2115,Resale,Ready to Move,11,12,Unfurnished,East,5910,1.25,23.02353855,72.47052697610516
shela,4,Carpet Area,1554,1709,New Property,Under Construction,10,14,Unfurnished,East,4500,1.27,23.01313705,72.45356756504998
gota/jagatpur/newranip/sola,3,Carpet Area,1400,1540,New Property,Under Construction,5,12,Unfurnished,East,5778,1.3,23.1010002,72.5408363
prahlad nagar/jivraj park/vejalpur/jodhpur,3,Carpet Area,1230,1353,Resale,Ready to Move,3,10,Semi-Furnished,East,6341,1.3,23.0002435,72.5054049
prahlad nagar/jivraj park/vejalpur/jodhpur,3,Carpet Area,1000,1100,Resale,Ready to Move,2,6,Unfurnished,North,7427,1.27,23.0002435,72.5054049
vaishnodevi circle,3,Carpet Area,1284,1412,Resale,Other,5,13,Unfurnished,East,5610,1.31,23.0428,72.5964
chharodi/tragad,3,Carpet Area,1305,1436,New Property,Under Construction,5,14,Unfurnished,East,5241,1.25,23.12295955,72.54044594045365
chandkheda,3,Carpet Area,140,154,Resale,Ready to Move,4,8,Furnished,East,6313,1.25,23.1100643,72.5811205
vaishnodevi circle,3,Carpet Area,1284,1412,New Property,Under Construction,4,14,Unfurnished,North - East,5800,1.35,23.0428,72.5964
bopal/ghuma/shilaj/ambli,3,Super Area,2160,2160,Resale,Ready to Move,7,14,Furnished,North,6065,1.31,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,3,Carpet Area,1500,1650,Resale,Ready to Move,3,10,Furnished,East,7071,1.4,23.0445921,72.517344
paldi/derasar-rd/ambawadi,3,Carpet Area,1350,1485,Resale,Ready to Move,6,7,Furnished,East,7310,1.25,23.0145531,72.5635432
bodakdev/satellite/sindhubhavan marg,3,Carpet Area,1206,1327,Resale,Ready to Move,9,10,Semi-Furnished,East,7222,1.3,23.0445921,72.517344
motera,3,Carpet Area,1500,1650,Resale,Ready to Move,3,5,Unfurnished,East,5644,1.28,23.0917717,72.59733447335586
gota/jagatpur/newranip/sola,3,Carpet Area,990,1089,New Property,Under Construction,4,14,Unfurnished,East,6945,1.25,23.1010002,72.5408363
bodakdev/satellite/sindhubhavan marg,3,Carpet Area,1350,1485,Resale,Ready to Move,1,10,Furnished,West,8571,1.35,23.0445921,72.517344
chharodi/tragad,3,Carpet Area,1411,1552,New Property,Under Construction,5,14,Unfurnished,East,5068,1.3,23.12295955,72.54044594045365
bodakdev/satellite/sindhubhavan marg,3,Super Area,2205,2205,Resale,Ready to Move,7,10,Semi-Furnished,East,6349,1.4,23.0445921,72.517344
gota/jagatpur/newranip/sola,3,Super Area,1918,1918,Resale,Ready to Move,4,14,Unfurnished,East,7039,1.35,23.1010002,72.5408363
prahlad nagar/jivraj park/vejalpur/jodhpur,3,Super Area,1916,1916,Resale,Ready to Move,4,14,Semi-Furnished,East,6785,1.3,23.0002435,72.5054049
gota/jagatpur/newranip/sola,3,Carpet Area,1350,1485,Resale,Ready to Move,3,14,Unfurnished,East,5787,1.25,23.1010002,72.5408363
chandkheda,3,Carpet Area,2304,2534,Resale,Ready to Move,4,10,Semi-Furnished,East,5252,1.21,23.1100643,72.5811205
shela,4,Carpet Area,1422,1564,Resale,Ready to Move,12,18,Unfurnished,West,5350,1.38,23.01313705,72.45356756504998
vastral/sardar patel ring rd/odhav,3,Super Area,1960,1960,Resale,Ready to Move,2,14,Semi-Furnished,East,6378,1.25,22.9948656,72.6624431
bodakdev/satellite/sindhubhavan marg,3,Carpet Area,1323,1455,Resale,Ready to Move,3,5,Unfurnished,North - East,7407,1.4,23.0445921,72.517344
navrangpura/memnagar/ellisbridge,3,Super Area,1890,1890,Resale,Ready to Move,7,14,Unfurnished,North - East,6614,1.25,23.0359998,72.5643429
thaltej,3,Carpet Area,1026,1129,Resale,Ready to Move,4,7,Unfurnished,East,7310,1.25,23.0485393,72.511742
vastral/sardar patel ring rd/odhav,3,Super Area,1725,1725,Resale,Ready to Move,15,16,Semi-Furnished,East,7246,1.25,22.9948656,72.6624431
bodakdev/satellite/sindhubhavan marg,3,Super Area,2000,2000,Resale,Ready to Move,5,10,Furnished,South,7000,1.4,23.0445921,72.517344
prahlad nagar/jivraj park/vejalpur/jodhpur,3,Super Area,2050,2050,Resale,Ready to Move,2,12,Unfurnished,East,6585,1.35,23.0002435,72.5054049
vastral/sardar patel ring rd/odhav,3,Carpet Area,1450,1595,New Property,Under Construction,9,22,Unfurnished,West,4783,1.27,22.9948656,72.6624431
shela,3,Carpet Area,1559,1715,New Property,Ready to Move,9,21,Unfurnished,North - East,5389,1.4,23.01313705,72.45356756504998
vastral/sardar patel ring rd/odhav,4,Super Area,2300,2300,Resale,Ready to Move,3,16,Semi-Furnished,East,5696,1.31,22.9948656,72.6624431
bopal/ghuma/shilaj/ambli,3,Carpet Area,1511,1662,Resale,Ready to Move,2,12,Semi-Furnished,East,5910,1.25,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,3,Carpet Area,1500,1650,Resale,Ready to Move,4,5,Semi-Furnished,North - East,8000,1.4,23.0445921,72.517344
narolgam/vatva/ghodasar,3,Super Area,2160,2160,Resale,Ready to Move,4,7,Unfurnished,North,5787,1.25,22.9641614,72.5903337
vaishnodevi circle,4,Super Area,3312,3312,New Property,Under Construction,5,10,Unfurnished,East,4222,1.39,23.0428,72.5964
shela,4,Carpet Area,1925,2118,New Property,Under Construction,6,14,Unfurnished,East,3800,1.33,23.01313705,72.45356756504998
gota/jagatpur/newranip/sola,3,Carpet Area,1298,1428,New Property,Under Construction,5,14,Unfurnished,East,5124,1.2,23.1010002,72.5408363
vaishnodevi circle,3,Carpet Area,1082,1190,New Property,Under Construction,5,14,Unfurnished,East,7121,1.4,23.0428,72.5964
science city,3,Carpet Area,990,1089,Resale,Ready to Move,5,13,Furnished,East,7333,1.32,23.077854,72.49479798780331
vaishnodevi circle,4,Carpet Area,1683,1851,New Property,Under Construction,6,13,Unfurnished,East,4222,1.29,23.0428,72.5964
paldi/derasar-rd/ambawadi,3,Carpet Area,1035,1138,New Property,Ready to Move,4,13,Unfurnished,East,7234,1.25,23.0145531,72.5635432
vaishnodevi circle,3,Carpet Area,1475,1623,New Property,Under Construction,5,14,Unfurnished,East,5034,1.35,23.0428,72.5964
shela,4,Carpet Area,1850,2035,New Property,Under Construction,5,14,Unfurnished,North - East,4200,1.36,23.01313705,72.45356756504998
gota/jagatpur/newranip/sola,3,Carpet Area,1296,1426,Resale,Ready to Move,3,12,Unfurnished,East,5648,1.22,23.1010002,72.5408363
gota/jagatpur/newranip/sola,3,Carpet Area,1455,1601,New Property,Under Construction,7,22,Unfurnished,North,4802,1.27,23.1010002,72.5408363
chharodi/tragad,3,Carpet Area,1460,1606,New Property,Under Construction,10,14,Unfurnished,North - West,4972,1.32,23.12295955,72.54044594045365
gota/jagatpur/newranip/sola,3,Carpet Area,1450,1595,New Property,Under Construction,6,21,Unfurnished,North,4999,1.32,23.1010002,72.5408363
shantipura circle/sanathal,4,Super Area,3318,3318,New Property,Under Construction,9,18,Unfurnished,North - East,4200,1.39,22.987597,72.47144058390487
bopal/ghuma/shilaj/ambli,3,Carpet Area,1363,1499,Resale,Ready to Move,8,12,Furnished,East,5447,1.28,23.02353855,72.47052697610516
prahlad nagar/jivraj park/vejalpur/jodhpur,3,Carpet Area,1111,1222,Resale,Ready to Move,4,12,Unfurnished,East,6684,1.28,23.0002435,72.5054049
drive in rd/gurukul/naranpura,3,Carpet Area,1242,1366,Resale,Ready to Move,4,6,Unfurnished,East,6005,1.27,23.0448126,72.5436264
vaishnodevi circle,4,Carpet Area,1692,1861,New Property,Under Construction,11,14,Unfurnished,East,4500,1.38,23.0428,72.5964
navrangpura/memnagar/ellisbridge,3,Carpet Area,1236,1360,New Property,Under Construction,3,7,Unfurnished,East,6500,1.33,23.0359998,72.5643429
bopal/ghuma/shilaj/ambli,3,Carpet Area,1527,1680,Resale,Ready to Move,5,12,Unfurnished,East,5532,1.3,23.02353855,72.47052697610516
gota/jagatpur/newranip/sola,3,Carpet Area,1170,1287,New Property,Under Construction,5,14,Unfurnished,East,5976,1.22,23.1010002,72.5408363
gota/jagatpur/newranip/sola,3,Carpet Area,1237,1361,New Property,Under Construction,5,13,Unfurnished,North - East,5556,1.25,23.1010002,72.5408363
shela,4,Carpet Area,2000,2200,New Property,Under Construction,6,14,Unfurnished,East,3502,1.24,23.01313705,72.45356756504998
vastral/sardar patel ring rd/odhav,3,Super Area,2250,2250,Resale,Other,7,14,Unfurnished,East,5467,1.23,22.9948656,72.6624431
vaishnodevi circle,3,Carpet Area,1082,1190,New Property,Under Construction,3,14,Unfurnished,East,6460,1.27,23.0428,72.5964
shela,4,Super Area,3260,3260,New Property,Under Construction,7,14,Unfurnished,East,4000,1.3,23.01313705,72.45356756504998
vastral/sardar patel ring rd/odhav,3,Carpet Area,1127,1240,Resale,Ready to Move,2,18,Unfurnished,North - East,6000,1.2,22.9948656,72.6624431
gota/jagatpur/newranip/sola,3,Carpet Area,1455,1601,New Property,Under Construction,4,21,Unfurnished,East,5046,1.33,23.1010002,72.5408363
shela,3,Super Area,2598,2598,Resale,Ready to Move,12,20,Unfurnished,East,5277,1.37,23.01313705,72.45356756504998
thaltej,3,Carpet Area,1500,1650,Resale,Ready to Move,2,3,Unfurnished,East,6133,1.38,23.0485393,72.511742
gota/jagatpur/newranip/sola,3,Carpet Area,1265,1392,Resale,Ready to Move,3,14,Unfurnished,North - East,6087,1.4,23.1010002,72.5408363
shela,4,Carpet Area,1553,1708,New Property,Under Construction,8,14,Unfurnished,East,4500,1.27,23.01313705,72.45356756504998
vaishnodevi circle,3,Carpet Area,1195,1314,New Property,Under Construction,10,13,Unfurnished,North,6007,1.3,23.0428,72.5964
chharodi/tragad,3,Carpet Area,1420,1562,New Property,Under Construction,2,14,Unfurnished,East,4800,1.23,23.12295955,72.54044594045365
vaishnodevi circle,3,Carpet Area,1284,1412,New Property,Under Construction,7,14,Unfurnished,North,5567,1.3,23.0428,72.5964
shela,4,Carpet Area,1500,1650,New Property,Under Construction,10,14,Unfurnished,West,4430,1.27,23.01313705,72.45356756504998
gota/jagatpur/newranip/sola,3,Super Area,2448,2448,New Property,Under Construction,6,14,Unfurnished,East,5678,1.39,23.1010002,72.5408363
shantipura circle/sanathal,4,Carpet Area,1824,2006,New Property,Under Construction,8,14,Unfurnished,East,4219,1.4,22.987597,72.47144058390487
vaishnodevi circle,3,Carpet Area,1407,1548,New Property,Under Construction,1,14,Unfurnished,East,4900,1.23,23.0428,72.5964
paldi/derasar-rd/ambawadi,3,Super Area,1728,1728,New Property,Ready to Move,3,13,Unfurnished,East,7292,1.26,23.0145531,72.5635432
bodakdev/satellite/sindhubhavan marg,3,Carpet Area,1111,1222,New Property,Ready to Move,5,14,Unfurnished,North - East,7400,1.39,23.0445921,72.517344
shela,4,Carpet Area,1638,1802,New Property,Under Construction,5,13,Unfurnished,East,4250,1.2,23.01313705,72.45356756504998
sanand/godhavi,4,Super Area,3300,3300,New Property,Under Construction,6,14,Unfurnished,East,4000,1.32,23.0238876,72.3851475
shela,4,Carpet Area,1925,2118,New Property,Under Construction,5,14,Unfurnished,East,3800,1.33,23.01313705,72.45356756504998
chharodi/tragad,3,Carpet Area,1366,1503,New Property,Under Construction,15,21,Unfurnished,East,4885,1.21,23.12295955,72.54044594045365
thaltej,3,Carpet Area,2065,2272,New Property,Ready to Move,0,7,Unfurnished,East,6295,1.3,23.0485393,72.511742
gota/jagatpur/newranip/sola,3,Carpet Area,1150,1265,Resale,Ready to Move,10,14,Unfurnished,East,6256,1.35,23.1010002,72.5408363
shela,3,Carpet Area,1559,1715,Resale,Ready to Move,14,21,Unfurnished,East,4811,1.25,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,3,Super Area,2420,2420,New Property,Under Construction,10,22,Unfurnished,East,5500,1.33,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,3,Carpet Area,1380,1518,Resale,Ready to Move,2,7,Furnished,East,6087,1.4,23.0445921,72.517344
gota/jagatpur/newranip/sola,3,Carpet Area,1359,1495,New Property,Ready to Move,3,10,Unfurnished,East,5053,1.25,23.1010002,72.5408363
shela,4,Carpet Area,1560,1716,Resale,Other,8,14,Unfurnished,East,4496,1.27,23.01313705,72.45356756504998
bodakdev/satellite/sindhubhavan marg,3,Carpet Area,888,977,New Property,Ready to Move,11,14,Semi-Furnished,East,7740,1.25,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,3,Super Area,2115,2115,Resale,Ready to Move,3,12,Semi-Furnished,North,6619,1.4,23.02353855,72.47052697610516
shela,3,Super Area,2041,2041,Resale,Ready to Move,2,14,Unfurnished,East,6467,1.32,23.01313705,72.45356756504998
shela,3,Carpet Area,1607,1768,New Property,Under Construction,8,21,Unfurnished,East,5109,1.4,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,3,Super Area,2214,2214,Resale,Ready to Move,5,12,Unfurnished,East,5646,1.25,23.02353855,72.47052697610516
narolgam/vatva/ghodasar,3,Carpet Area,1250,1375,Resale,Ready to Move,2,5,Furnished,East,6775,1.25,22.9641614,72.5903337
chandkheda,4,Carpet Area,2000,2200,New Property,Ready to Move,3,14,Unfurnished,East,3889,1.4,23.1100643,72.5811205
drive in rd/gurukul/naranpura,3,Super Area,2160,2160,Resale,Ready to Move,4,7,Unfurnished,North - East,6250,1.35,23.0448126,72.5436264
prahlad nagar/jivraj park/vejalpur/jodhpur,3,Carpet Area,1750,1925,Resale,Ready to Move,2,12,Unfurnished,West,7427,1.4,23.0002435,72.5054049
vaishnodevi circle,3,Carpet Area,1284,1412,Resale,Ready to Move,5,12,Unfurnished,East,5745,1.35,23.0428,72.5964
navrangpura/memnagar/ellisbridge,3,Carpet Area,1530,1683,Resale,Ready to Move,5,7,Furnished,East,8497,1.3,23.0359998,72.5643429
gota/jagatpur/newranip/sola,3,Carpet Area,1432,1575,New Property,Under Construction,8,22,Unfurnished,East,5100,1.32,23.1010002,72.5408363
shela,3,Super Area,2013,2013,Resale,Ready to Move,9,18,Semi-Furnished,East,6955,1.4,23.01313705,72.45356756504998
paldi/derasar-rd/ambawadi,3,Carpet Area,1110,1221,New Property,Ready to Move,4,7,Unfurnished,East,7000,1.29,23.0145531,72.5635432
bopal/ghuma/shilaj/ambli,4,Carpet Area,1925,2118,New Property,Under Construction,5,14,Unfurnished,East,3825,1.33,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,3,Carpet Area,1080,1188,Resale,Ready to Move,5,12,Furnished,East,7527,1.4,23.02353855,72.47052697610516
paldi/derasar-rd/ambawadi,3,Carpet Area,1750,1925,Resale,Ready to Move,2,10,Unfurnished,North - East,7143,1.25,23.0145531,72.5635432
bopal/ghuma/shilaj/ambli,3,Super Area,1860,1860,Resale,Ready to Move,4,11,Furnished,East,7527,1.4,23.02353855,72.47052697610516
shela,3,Carpet Area,1449,1594,New Property,Ready to Move,10,21,Unfurnished,East,5300,1.39,23.01313705,72.45356756504998
shantipura circle/sanathal,4,Carpet Area,1824,2006,New Property,Under Construction,11,13,Unfurnished,North - East,4200,1.39,22.987597,72.47144058390487
makarba/sarkhej,3,Carpet Area,1900,2090,Resale,Ready to Move,1,13,Semi-Furnished,North,6579,1.25,22.996342,72.5043085
vaishnodevi circle,3,Carpet Area,1440,1584,New Property,Under Construction,7,13,Unfurnished,East,4667,1.21,23.0428,72.5964
bopal/ghuma/shilaj/ambli,3,Carpet Area,1154,1269,New Property,Under Construction,1,13,Unfurnished,East,5146,1.32,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,3,Carpet Area,1399,1539,New Property,Under Construction,1,12,Unfurnished,East,5000,1.27,23.02353855,72.47052697610516
shantipura circle/sanathal,4,Carpet Area,1900,2090,New Property,Under Construction,7,14,Unfurnished,North - East,4150,1.32,22.987597,72.47144058390487
bopal/ghuma/shilaj/ambli,3,Super Area,1850,1850,New Property,Ready to Move,6,21,Semi-Furnished,East,7514,1.39,23.02353855,72.47052697610516
gota/jagatpur/newranip/sola,3,Carpet Area,1085,1194,Resale,Ready to Move,2,13,Furnished,North - East,6689,1.21,23.1010002,72.5408363
gota/jagatpur/newranip/sola,3,Carpet Area,1500,1650,Resale,Ready to Move,4,7,Furnished,East,6222,1.4,23.1010002,72.5408363
paldi/derasar-rd/ambawadi,2,Super Area,1125,1125,Resale,Ready to Move,0,3,Unfurnished,East,11111,1.25,23.0145531,72.5635432
gota/jagatpur/newranip/sola,3,Carpet Area,1305,1436,Resale,Ready to Move,5,13,Unfurnished,East,5778,1.3,23.1010002,72.5408363
bodakdev/satellite/sindhubhavan marg,3,Carpet Area,1216,1338,Resale,Ready to Move,3,5,Semi-Furnished,East,8333,1.35,23.0445921,72.517344
prahlad nagar/jivraj park/vejalpur/jodhpur,3,Super Area,1881,1881,Resale,Ready to Move,7,10,Semi-Furnished,East,7443,1.4,23.0002435,72.5054049
gota/jagatpur/newranip/sola,3,Super Area,2250,2250,Resale,Ready to Move,4,7,Furnished,East,6222,1.4,23.1010002,72.5408363
navrangpura/memnagar/ellisbridge,3,Super Area,2000,2000,New Property,Ready to Move,1,4,Unfurnished,East,6700,1.34,23.0359998,72.5643429
gota/jagatpur/newranip/sola,3,Carpet Area,1400,1540,Resale,Ready to Move,5,7,Unfurnished,East,5556,1.25,23.1010002,72.5408363
gota/jagatpur/newranip/sola,3,Carpet Area,2070,2277,Resale,Ready to Move,1,10,Furnished,North,5942,1.23,23.1010002,72.5408363
vaishnodevi circle,4,Carpet Area,1680,1848,New Property,Under Construction,8,22,Unfurnished,East,4478,1.35,23.0428,72.5964
vaishnodevi circle,3,Carpet Area,1115,1226,New Property,Under Construction,9,13,Unfurnished,East,6173,1.25,23.0428,72.5964
gandhinagar highway,3,Carpet Area,1080,1188,Resale,Ready to Move,4,5,Furnished,East,8067,1.21,23.0876721,72.6300562
bopal/ghuma/shilaj/ambli,3,Carpet Area,1400,1540,Resale,Ready to Move,4,16,Unfurnished,East,6663,1.25,23.02353855,72.47052697610516
drive in rd/gurukul/naranpura,3,Super Area,1912,1912,Resale,Ready to Move,8,14,Unfurnished,East,6799,1.3,23.0448126,72.5436264
bopal/ghuma/shilaj/ambli,3,Carpet Area,1140,1254,New Property,Ready to Move,9,22,Unfurnished,North,6757,1.25,23.02353855,72.47052697610516
shela,3,Super Area,2778,2778,Resale,Ready to Move,7,22,Unfurnished,East,4784,1.32,23.01313705,72.45356756504998
vaishnodevi circle,4,Super Area,3285,3285,New Property,Under Construction,10,13,Unfurnished,East,4222,1.38,23.0428,72.5964
shela,3,Carpet Area,1091,1200,New Property,Ready to Move,4,18,Unfurnished,East,6096,1.21,23.01313705,72.45356756504998
gota/jagatpur/newranip/sola,3,Super Area,2655,2655,New Property,Ready to Move,10,13,Unfurnished,East,5000,1.32,23.1010002,72.5408363
gota/jagatpur/newranip/sola,3,Carpet Area,1530,1683,New Property,Under Construction,5,10,Unfurnished,East,5222,1.31,23.1010002,72.5408363
gota/jagatpur/newranip/sola,3,Carpet Area,1455,1601,New Property,Under Construction,10,21,Unfurnished,East,5000,1.32,23.1010002,72.5408363
