location,bhk,areawithtype,area,built_up_area,transaction,status,floornum,totalfloor,furnishing,facing,price_per_sqft,price,latitude,longitude
vaishnodevi circle,3,Carpet Area,1240,1364,New Property,Under Construction,7,22,Unfurnished,East,5500,1.34,23.0428,72.5964
paldi/derasar-rd/ambawadi,3,Carpet Area,1620,1782,Resale,Ready to Move,2,4,Furnished,East,5910,1.25,23.0145531,72.5635432
vaishnodevi circle,3,Carpet Area,1436,1580,New Property,Under Construction,5,14,Unfurnished,East,4789,1.25,23.0428,72.5964
shela,4,Carpet Area,1630,1793,New Property,Under Construction,5,14,Unfurnished,North - East,4300,1.21,23.01313705,72.45356756504998
gota/jagatpur/newranip/sola,3,Carpet Area,1115,1226,Resale,Ready to Move,2,12,Unfurnished,East,6878,1.3,23.1010002,72.5408363
gota/jagatpur/newranip/sola,3,Carpet Area,1425,1568,New Property,Under Construction,6,22,Unfurnished,East,5100,1.32,23.1010002,72.5408363
chharodi/tragad,3,Super Area,2376,2376,New Property,Under Construction,5,14,Unfurnished,East,5808,1.38,23.12295955,72.54044594045365
bodakdev/satellite/sindhubhavan marg,3,Carpet Area,1485,1634,Resale,Ready to Move,3,5,Unfurnished,East,7071,1.4,23.0445921,72.517344
drive in rd/gurukul/naranpura,3,Carpet Area,1240,1364,New Property,Ready to Move,3,6,Unfurnished,East,6005,1.27,23.0448126,72.5436264
vastral/sardar patel ring rd/odhav,4,Super Area,2800,2800,New Property,Under Construction,7,14,Unfurnished,East,4550,1.27,22.9948656,72.6624431
navrangpura/memnagar/ellisbridge,3,Carpet Area,1260,1386,New Property,Under Construction,2,4,Unfurnished,East,6667,1.4,23.0359998,72.5643429
shela,3,Carpet Area,1167,1284,Resale,Ready to Move,12,17,Unfurnished,East,6458,1.3,23.01313705,72.45356756504998
gota/jagatpur/newranip/sola,3,Carpet Area,1250,1375,Resale,Ready to Move,3,12,Unfurnished,East,5694,1.23,23.1010002,72.5408363
vaishnodevi circle,3,Super Area,2664,2664,New Property,Under Construction,9,13,Unfurnished,North - East,5180,1.38,23.0428,72.5964
drive in rd/gurukul/naranpura,3,Super Area,2250,2250,Resale,Other,8,14,Unfurnished,East,5622,1.26,23.0448126,72.5436264
bopal/ghuma/shilaj/ambli,4,Super Area,3300,3300,New Property,Under Construction,9,14,Unfurnished,East,3900,1.28,23.02353855,72.47052697610516
gota/jagatpur/newranip/sola,3,Carpet Area,1242,1366,New Property,Ready to Move,7,12,Unfurnished,East,6000,1.35,23.1010002,72.5408363
shela,3,Super Area,2013,2013,Resale,Ready to Move,2,18,Unfurnished,East,6110,1.23,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,4,Carpet Area,2000,2200,New Property,Under Construction,3,13,Unfurnished,East,4219,1.35,23.02353855,72.47052697610516
shela,3,Carpet Area,1110,1221,Resale,Ready to Move,8,20,Unfurnished,East,6458,1.3,23.01313705,72.45356756504998
vastral/sardar patel ring rd/odhav,3,Carpet Area,1107,1218,Resale,Ready to Move,2,14,Unfurnished,North - East,6210,1.25,22.9948656,72.6624431
gota/jagatpur/newranip/sola,3,Carpet Area,1457,1603,New Property,Under Construction,10,22,Unfurnished,East,5000,1.32,23.1010002,72.5408363
gota/jagatpur/newranip/sola,3,Carpet Area,1406,1547,New Property,Under Construction,8,13,Unfurnished,North,5477,1.4,23.1010002,72.5408363
shela,3,Carpet Area,1183,1301,New Property,Ready to Move,7,13,Unfurnished,East,6614,1.35,23.01313705,72.45356756504998
shela,3,Carpet Area,1175,1292,New Property,Ready to Move,4,12,Unfurnished,East,6516,1.33,23.01313705,72.45356756504998
vastral/sardar patel ring rd/odhav,3,Carpet Area,1167,1284,New Property,Ready to Move,1,18,Unfurnished,North - East,6210,1.25,22.9948656,72.6624431
makarba/sarkhej,3,Carpet Area,1392,1531,New Property,Under Construction,5,18,Unfurnished,East,5838,1.4,22.996342,72.5043085
prahlad nagar/jivraj park/vejalpur/jodhpur,3,Carpet Area,1088,1197,New Property,Under Construction,9,10,Unfurnished,East,6545,1.25,23.0002435,72.5054049
paldi/derasar-rd/ambawadi,3,Super Area,1881,1881,New Property,Ready to Move,11,13,Unfurnished,East,7230,1.36,23.0145531,72.5635432
vaishnodevi circle,3,Carpet Area,1073,1180,Resale,Ready to Move,2,11,Furnished,North - East,7081,1.31,23.0428,72.5964
vastral/sardar patel ring rd/odhav,3,Super Area,2013,2013,New Property,Ready to Move,5,17,Unfurnished,East,6458,1.3,22.9948656,72.6624431
gota/jagatpur/newranip/sola,3,Carpet Area,1260,1386,Resale,Ready to Move,10,13,Unfurnished,East,5961,1.25,23.1010002,72.5408363
shela,4,Carpet Area,1554,1709,New Property,Under Construction,4,14,Unfurnished,East,4920,1.39,23.01313705,72.45356756504998
gota/jagatpur/newranip/sola,3,Carpet Area,1190,1309,New Property,Ready to Move,5,14,Unfurnished,East,5578,1.2,23.1010002,72.5408363
navrangpura/memnagar/ellisbridge,3,Carpet Area,2178,2396,New Property,Ready to Move,0,7,Unfurnished,East,6222,1.35,23.0359998,72.5643429
science city,3,Carpet Area,1125,1238,Resale,Ready to Move,2,3,Furnished,East,7625,1.4,23.077854,72.49479798780331
vastral/sardar patel ring rd/odhav,3,Carpet Area,1107,1218,Resale,Ready to Move,9,14,Unfurnished,East,6607,1.33,22.9948656,72.6624431
drive in rd/gurukul/naranpura,3,Carpet Area,1147,1262,Resale,Ready to Move,5,18,Unfurnished,East,7061,1.35,23.0448126,72.5436264
gota/jagatpur/newranip/sola,3,Carpet Area,1386,1525,New Property,Under Construction,3,22,Unfurnished,East,5000,1.26,23.1010002,72.5408363
bodakdev/satellite/sindhubhavan marg,3,Carpet Area,1273,1400,New Property,Under Construction,9,14,Unfurnished,East,6000,1.27,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,3,Super Area,2214,2214,Resale,Ready to Move,1,13,Semi-Furnished,East,5646,1.25,23.02353855,72.47052697610516
chankyapuri/ognaj/ghatlodiya,3,Super Area,2070,2070,Resale,Ready to Move,6,10,Furnished,North,6763,1.4,23.0289,72.5576
shela,3,Super Area,2041,2041,Resale,Ready to Move,2,14,Unfurnished,East,6458,1.31,23.01313705,72.45356756504998
vaishnodevi circle,3,Carpet Area,1380,1518,New Property,Under Construction,12,21,Unfurnished,West,4700,1.24,23.0428,72.5964
thaltej,3,Carpet Area,1143,1257,Resale,Ready to Move,1,10,Semi-Furnished,North,6577,1.32,23.0485393,72.511742
bopal/ghuma/shilaj/ambli,3,Carpet Area,1237,1361,New Property,Under Construction,7,14,Unfurnished,East,5400,1.24,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,3,Carpet Area,1300,1430,Resale,Ready to Move,5,7,Semi-Furnished,East,7071,1.4,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Carpet Area,1800,1980,New Property,Under Construction,9,14,Unfurnished,East,4502,1.21,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,3,Carpet Area,1110,1221,Resale,Ready to Move,6,20,Semi-Furnished,East,7135,1.32,23.02353855,72.47052697610516
vaishnodevi circle,4,Carpet Area,1692,1861,New Property,Under Construction,7,14,Unfurnished,East,4373,1.35,23.0428,72.5964
sanand/godhavi,4,Carpet Area,1815,1997,New Property,Under Construction,5,12,Unfurnished,East,4242,1.4,23.0238876,72.3851475
bodakdev/satellite/sindhubhavan marg,3,Super Area,1710,1710,New Property,Under Construction,1,12,Unfurnished,East,7310,1.25,23.0445921,72.517344
vaishnodevi circle,3,Carpet Area,1083,1191,Resale,Other,10,14,Unfurnished,North - East,6599,1.3,23.0428,72.5964
paldi/derasar-rd/ambawadi,3,Super Area,1980,1980,Resale,Ready to Move,5,10,Furnished,North,7071,1.4,23.0145531,72.5635432
shela,3,Carpet Area,1509,1660,New Property,Ready to Move,12,20,Unfurnished,East,5312,1.38,23.01313705,72.45356756504998
gota/jagatpur/newranip/sola,3,Carpet Area,1238,1362,Resale,Ready to Move,4,13,Unfurnished,East,5778,1.3,23.1010002,72.5408363
bodakdev/satellite/sindhubhavan marg,3,Super Area,2205,2205,Resale,Ready to Move,7,10,Unfurnished,East,6122,1.35,23.0445921,72.517344
gota/jagatpur/newranip/sola,3,Carpet Area,1350,1485,Resale,Ready to Move,5,13,Unfurnished,East,5954,1.27,23.1010002,72.5408363
changodar/bhat,3,Carpet Area,1658,1824,New Property,Under Construction,10,20,Unfurnished,East,4345,1.31,22.9402206,72.4567127
shela,3,Super Area,2013,2013,Resale,Other,10,17,Semi-Furnished,East,6210,1.25,23.01313705,72.45356756504998
vaishnodevi circle,3,Carpet Area,1300,1430,New Property,Under Construction,10,22,Unfurnished,East,5809,1.36,23.0428,72.5964
bopal/ghuma/shilaj/ambli,3,Super Area,1860,1860,Resale,Ready to Move,7,11,Furnished,North - East,7527,1.4,23.02353855,72.47052697610516
thaltej,3,Carpet Area,1200,1320,Resale,Ready to Move,5,7,Unfurnished,East,7701,1.4,23.0485393,72.511742
vaishnodevi circle,3,Super Area,2350,2350,New Property,Under Construction,10,22,Unfurnished,East,5500,1.29,23.0428,72.5964
vastral/sardar patel ring rd/odhav,4,Carpet Area,1260,1386,New Property,Ready to Move,7,14,Unfurnished,East,4643,1.3,22.9948656,72.6624431
gandhinagar highway,3,Super Area,2729,2729,New Property,Under Construction,5,13,Unfurnished,East,5000,1.36,23.0876721,72.6300562
gota/jagatpur/newranip/sola,3,Carpet Area,1458,1604,New Property,Under Construction,9,21,Unfurnished,East,5000,1.32,23.1010002,72.5408363
vaishnodevi circle,3,Carpet Area,150,165,New Property,Under Construction,8,14,Unfurnished,East,5769,1.35,23.0428,72.5964
vaishnodevi circle,3,Carpet Area,1265,1392,New Property,Under Construction,5,22,Unfurnished,East,6087,1.4,23.0428,72.5964
bopal/ghuma/shilaj/ambli,3,Carpet Area,945,1040,Resale,Ready to Move,2,13,Furnished,East,9028,1.3,23.02353855,72.47052697610516
shela,4,Carpet Area,2030,2233,New Property,Under Construction,5,14,Unfurnished,North - East,3800,1.33,23.01313705,72.45356756504998
gota/jagatpur/newranip/sola,3,Carpet Area,138,152,Resale,Ready to Move,8,12,Semi-Furnished,East,6329,1.35,23.1010002,72.5408363
gota/jagatpur/newranip/sola,4,Carpet Area,1381,1519,New Property,Under Construction,11,14,Unfurnished,East,5215,1.31,23.1010002,72.5408363
chharodi/tragad,3,Super Area,2565,2565,New Property,Under Construction,8,12,Unfurnished,East,4951,1.27,23.12295955,72.54044594045365
chharodi/tragad,3,Carpet Area,1410,1551,New Property,Under Construction,2,14,Unfurnished,North - West,4990,1.28,23.12295955,72.54044594045365
shela,3,Carpet Area,1224,1346,New Property,Ready to Move,10,13,Unfurnished,East,6614,1.35,23.01313705,72.45356756504998
vastral/sardar patel ring rd/odhav,3,Carpet Area,1147,1262,Resale,Ready to Move,11,18,Unfurnished,East,6458,1.3,22.9948656,72.6624431
navrangpura/memnagar/ellisbridge,3,Carpet Area,1125,1238,New Property,Ready to Move,3,5,Unfurnished,East,6509,1.38,23.0359998,72.5643429
vaishnodevi circle,3,Carpet Area,1265,1392,New Property,Under Construction,7,22,Unfurnished,East,5304,1.22,23.0428,72.5964
gota/jagatpur/newranip/sola,3,Carpet Area,1455,1601,New Property,Under Construction,7,22,Unfurnished,East,4802,1.27,23.1010002,72.5408363
prahlad nagar/jivraj park/vejalpur/jodhpur,3,Carpet Area,1100,1210,Resale,Ready to Move,8,13,Unfurnished,East,6789,1.3,23.0002435,72.5054049
paldi/derasar-rd/ambawadi,3,Super Area,2045,2045,Resale,Other,8,14,Unfurnished,East,6846,1.4,23.0145531,72.5635432
shela,4,Super Area,3240,3240,New Property,Under Construction,10,14,Unfurnished,East,3900,1.26,23.01313705,72.45356756504998
vaishnodevi circle,3,Carpet Area,1195,1314,New Property,Under Construction,9,14,Unfurnished,East,6470,1.4,23.0428,72.5964
gota/jagatpur/newranip/sola,3,Carpet Area,1228,1351,New Property,Ready to Move,5,12,Unfurnished,East,6000,1.33,23.1010002,72.5408363
bodakdev/satellite/sindhubhavan marg,3,Carpet Area,960,1056,Resale,Ready to Move,8,12,Semi-Furnished,West,8408,1.4,23.0445921,72.517344
shantipura circle/sanathal,4,Carpet Area,1815,1997,New Property,Under Construction,0,22,Unfurnished,East,4100,1.36,22.987597,72.47144058390487
shela,4,Carpet Area,1638,1802,New Property,Under Construction,11,14,Unfurnished,East,4500,1.27,23.01313705,72.45356756504998
gota/jagatpur/newranip/sola,3,Carpet Area,1386,1525,New Property,Under Construction,7,10,Unfurnished,East,5225,1.31,23.1010002,72.5408363
gota/jagatpur/newranip/sola,3,Carpet Area,1534,1687,New Property,Under Construction,11,22,Unfurnished,East,5100,1.34,23.1010002,72.5408363
bopal/ghuma/shilaj/ambli,3,Super Area,2285,2285,Resale,Ready to Move,5,12,Unfurnished,East,5908,1.35,23.02353855,72.47052697610516
vaishnodevi circle,3,Super Area,2385,2385,New Property,Under Construction,5,14,Unfurnished,East,5409,1.29,23.0428,72.5964
shela,4,Carpet Area,1553,1708,New Property,Under Construction,7,14,Unfurnished,East,4673,1.32,23.01313705,72.45356756504998
gota/jagatpur/newranip/sola,3,Carpet Area,1125,1238,Resale,Ready to Move,5,13,Unfurnished,East,7039,1.35,23.1010002,72.5408363
thaltej,3,Carpet Area,970,1067,New Property,Under Construction,9,13,Unfurnished,East,6859,1.21,23.0485393,72.511742
gandhinagar highway,3,Super Area,2490,2490,New Property,Under Construction,8,20,Unfurnished,East,5400,1.34,23.0876721,72.6300562
paldi/derasar-rd/ambawadi,3,Super Area,2205,2205,New Property,Ready to Move,3,5,Unfurnished,East,5760,1.27,23.0145531,72.5635432
bopal/ghuma/shilaj/ambli,3,Carpet Area,1328,1461,Resale,Ready to Move,8,14,Furnished,East,6098,1.35,23.02353855,72.47052697610516
gota/jagatpur/newranip/sola,3,Carpet Area,1548,1703,New Property,Under Construction,17,20,Unfurnished,East,5100,1.36,23.1010002,72.5408363
shela,4,Carpet Area,1553,1708,New Property,Under Construction,5,14,Semi-Furnished,East,4500,1.27,23.01313705,72.45356756504998
bodakdev/satellite/sindhubhavan marg,3,Carpet Area,1910,2101,New Property,Under Construction,-2,11,Unfurnished,East,7200,1.37,23.0445921,72.517344
gota/jagatpur/newranip/sola,3,Carpet Area,1187,1306,Resale,Ready to Move,10,14,Unfurnished,East,6256,1.35,23.1010002,72.5408363
shela,4,Carpet Area,1553,1708,Resale,Other,10,14,Unfurnished,East,4500,1.27,23.01313705,72.45356756504998
gota/jagatpur/newranip/sola,3,Carpet Area,1247,1372,New Property,Ready to Move,4,10,Unfurnished,East,5600,1.27,23.1010002,72.5408363
navrangpura/memnagar/ellisbridge,3,Carpet Area,1550,1705,Resale,Ready to Move,3,7,Semi-Furnished,North,6619,1.4,23.0359998,72.5643429
gota/jagatpur/newranip/sola,3,Carpet Area,1455,1601,New Property,Under Construction,12,21,Unfurnished,East,4800,1.26,23.1010002,72.5408363
shela,3,Super Area,1985,1985,Resale,Ready to Move,5,17,Furnished,East,7053,1.4,23.01313705,72.45356756504998
bodakdev/satellite/sindhubhavan marg,3,Carpet Area,1089,1198,New Property,Ready to Move,10,14,Unfurnished,East,7500,1.36,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,3,Carpet Area,1365,1502,Resale,Ready to Move,2,8,Semi-Furnished,East,6667,1.4,23.02353855,72.47052697610516
gota/jagatpur/newranip/sola,3,Super Area,2079,2079,Resale,Ready to Move,10,11,Furnished,East,5820,1.21,23.1010002,72.5408363
paldi/derasar-rd/ambawadi,3,Carpet Area,1458,1604,Resale,Ready to Move,1,5,Furnished,East,6842,1.25,23.0145531,72.5635432
sanand/godhavi,4,Carpet Area,1815,1997,New Property,Under Construction,3,14,Unfurnished,East,4000,1.32,23.0238876,72.3851475
bodakdev/satellite/sindhubhavan marg,3,Super Area,1850,1850,Resale,Ready to Move,3,5,Unfurnished,East,6541,1.21,23.0445921,72.517344
chharodi/tragad,3,Carpet Area,1118,1230,Resale,Other,8,10,Unfurnished,North - East,6061,1.24,23.12295955,72.54044594045365
bodakdev/satellite/sindhubhavan marg,4,Super Area,2349,2349,Resale,Ready to Move,6,10,Unfurnished,North,5747,1.35,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,3,Carpet Area,1268,1395,Resale,Ready to Move,5,11,Furnished,East,6383,1.35,23.02353855,72.47052697610516
gota/jagatpur/newranip/sola,3,Carpet Area,1287,1416,Resale,Ready to Move,3,11,Unfurnished,East,5983,1.4,23.1010002,72.5408363
gota/jagatpur/newranip/sola,3,Carpet Area,1440,1584,Resale,Ready to Move,4,14,Unfurnished,East,5720,1.22,23.1010002,72.5408363
bopal/ghuma/shilaj/ambli,3,Super Area,2214,2214,Resale,Ready to Move,1,14,Semi-Furnished,East,5872,1.3,23.02353855,72.47052697610516
prahlad nagar/jivraj park/vejalpur/jodhpur,3,Carpet Area,1500,1650,Resale,Ready to Move,5,10,Semi-Furnished,East,7368,1.4,23.0002435,72.5054049
bodakdev/satellite/sindhubhavan marg,3,Super Area,1845,1845,Resale,Ready to Move,10,13,Furnished,South,7588,1.4,23.0445921,72.517344
shela,4,Super Area,2825,2825,New Property,Under Construction,7,14,Unfurnished,East,4500,1.27,23.01313705,72.45356756504998
vaishnodevi circle,3,Carpet Area,1503,1653,New Property,Under Construction,5,14,Unfurnished,East,4987,1.36,23.0428,72.5964
shantipura circle/sanathal,4,Carpet Area,1819,2001,New Property,Under Construction,6,14,Unfurnished,East,4200,1.38,22.987597,72.47144058390487
chharodi/tragad,3,Super Area,2520,2520,New Property,Ready to Move,5,13,Unfurnished,East,5000,1.26,23.12295955,72.54044594045365
gota/jagatpur/newranip/sola,3,Carpet Area,1152,1267,New Property,Ready to Move,8,14,Furnished,North - East,6771,1.3,23.1010002,72.5408363
gota/jagatpur/newranip/sola,3,Carpet Area,1534,1687,New Property,Under Construction,8,21,Unfurnished,East,4745,1.25,23.1010002,72.5408363
gota/jagatpur/newranip/sola,3,Carpet Area,1482,1630,New Property,Under Construction,5,21,Unfurnished,East,5115,1.33,23.1010002,72.5408363
bodakdev/satellite/sindhubhavan marg,3,Carpet Area,970,1067,Resale,Ready to Move,5,14,Unfurnished,East,7740,1.25,23.0445921,72.517344
shela,3,Carpet Area,1100,1210,Resale,Ready to Move,2,17,Unfurnished,North - East,6706,1.35,23.01313705,72.45356756504998
gota/jagatpur/newranip/sola,3,Carpet Area,1454,1599,New Property,Under Construction,5,22,Unfurnished,East,5050,1.33,23.1010002,72.5408363
shela,4,Carpet Area,1795,1975,New Property,Under Construction,9,14,Unfurnished,East,4100,1.33,23.01313705,72.45356756504998
chharodi/tragad,3,Super Area,2601,2601,New Property,Under Construction,7,10,Unfurnished,East,4729,1.23,23.12295955,72.54044594045365
chharodi/tragad,3,Carpet Area,1460,1606,New Property,Under Construction,10,14,Unfurnished,East,5085,1.35,23.12295955,72.54044594045365
bopal/ghuma/shilaj/ambli,3,Carpet Area,1167,1284,Resale,Ready to Move,10,18,Unfurnished,East,6309,1.27,23.02353855,72.47052697610516
shela,4,Super Area,3260,3260,New Property,Under Construction,9,14,Unfurnished,East,4100,1.33,23.01313705,72.45356756504998
navrangpura/memnagar/ellisbridge,3,Carpet Area,1150,1265,New Property,Under Construction,3,7,Unfurnished,East,6444,1.25,23.0359998,72.5643429
shela,4,Carpet Area,1500,1650,Resale,Ready to Move,13,17,Furnished,East,5870,1.35,23.01313705,72.45356756504998
vaishnodevi circle,3,Carpet Area,1082,1190,New Property,Under Construction,8,14,Unfurnished,East,6765,1.32,23.0428,72.5964
drive in rd/gurukul/naranpura,3,Super Area,2250,2250,Resale,Other,7,14,Unfurnished,East,5458,1.22,23.0448126,72.5436264
vastral/sardar patel ring rd/odhav,3,Super Area,2013,2013,New Property,Ready to Move,7,17,Unfurnished,East,6458,1.3,22.9948656,72.6624431
chankyapuri/ognaj/ghatlodiya,3,Carpet Area,1373,1510,New Property,Ready to Move,6,13,Unfurnished,East,5500,1.3,23.0289,72.5576
makarba/sarkhej,3,Super Area,2390,2390,Resale,Other,11,16,Unfurnished,East,5146,1.23,22.996342,72.5043085
bopal/ghuma/shilaj/ambli,3,Carpet Area,1300,1430,Resale,Ready to Move,7,11,Unfurnished,North,5532,1.3,23.02353855,72.47052697610516
shantipura circle/sanathal,4,Carpet Area,1658,1824,New Property,Under Construction,4,20,Unfurnished,East,4100,1.36,22.987597,72.47144058390487
drive in rd/gurukul/naranpura,3,Carpet Area,1350,1485,New Property,Under Construction,11,14,Unfurnished,East,6222,1.4,23.0448126,72.5436264
chharodi/tragad,3,Carpet Area,1410,1551,New Property,Under Construction,8,14,Unfurnished,East,4750,1.21,23.12295955,72.54044594045365
vaishnodevi circle,4,Carpet Area,1700,1870,New Property,Under Construction,3,13,Unfurnished,East,4200,1.28,23.0428,72.5964
shela,4,Super Area,2620,2620,New Property,Ready to Move,8,13,Unfurnished,East,5267,1.38,23.01313705,72.45356756504998
chharodi/tragad,3,Super Area,2385,2385,New Property,Under Construction,4,14,Unfurnished,East,5325,1.27,23.12295955,72.54044594045365
vaishnodevi circle,3,Carpet Area,1050,1155,Resale,Ready to Move,6,12,Furnished,East,6541,1.21,23.0428,72.5964
