location,bhk,built_up_area,transaction,status,totalfloor,furnishing,facing,bathroom,floor_category,luxury_category,price
bopal/ghuma/shilaj/ambli,3,1084,Resale,Ready to Move,12,Unfurnished,East,2,Mid Floor,Medium,0.7
motera,3,1018,New Property,Ready to Move,10,Unfurnished,East,2,Mid Floor,Medium,0.71
paldi/derasar-rd/ambawadi,2,935,Resale,Ready to Move,5,Semi-Furnished,East,1,Mid Floor,Medium,0.75
navrangpura/memnagar/ellisbridge,2,853,Resale,Ready to Move,9,Unfurnished,West,1,Mid Floor,Low,0.73
prahlad nagar/jivraj park/vejalpur/jodhpur,2,1080,Resale,Ready to Move,12,Furnished,East,1,Mid Floor,Medium,0.72
prahlad nagar/jivraj park/vejalpur/jodhpur,2,1260,Resale,Ready to Move,12,Unfurnished,East,1,Mid Floor,Medium,0.7
bopal/ghuma/shilaj/ambli,3,900,Resale,Ready to Move,13,Semi-Furnished,East,2,Mid Floor,Medium,0.75
bopal/ghuma/shilaj/ambli,2,1397,Resale,Ready to Move,12,Furnished,East,1,Mid Floor,Medium,0.7
gota/jagatpur/newranip/sola,2,990,Resale,Ready to Move,12,Furnished,East,1,Low Floor,Medium,0.7
prahlad nagar/jivraj park/vejalpur/jodhpur,3,957,Resale,Ready to Move,11,Semi-Furnished,North - East,2,Mid Floor,Medium,0.75
bopal/ghuma/shilaj/ambli,3,1164,Resale,Ready to Move,12,Semi-Furnished,East,2,Low Floor,Medium,0.72
shela,3,1065,New Property,Under Construction,21,Unfurnished,East,2,Mid Floor,Medium,0.73
prahlad nagar/jivraj park/vejalpur/jodhpur,2,1233,Resale,Ready to Move,5,Furnished,East,1,Low Floor,Medium,0.7
shela,3,990,New Property,Under Construction,14,Unfurnished,East,2,Low Floor,Medium,0.7
chandkheda,3,1485,Resale,Ready to Move,7,Semi-Furnished,North - East,2,Mid Floor,Medium,0.7
naroda/hansol,3,1872,Resale,Ready to Move,7,Furnished,East,2,Mid Floor,Medium,0.7
bopal/ghuma/shilaj/ambli,3,1634,Resale,Ready to Move,12,Semi-Furnished,North - East,2,Mid Floor,Medium,0.8
gota/jagatpur/newranip/sola,3,774,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.7
bopal/ghuma/shilaj/ambli,3,1431,Resale,Ready to Move,14,Semi-Furnished,East,2,Mid Floor,Medium,0.72
chandkheda,3,1710,New Property,Ready to Move,7,Unfurnished,North,2,Mid Floor,Medium,0.75
chandkheda,3,1548,Resale,Ready to Move,14,Semi-Furnished,East,2,High Floor,Medium,0.75
naroda/hansol,3,1650,New Property,Ready to Move,5,Semi-Furnished,East,2,Low Floor,Medium,0.7
bopal/ghuma/shilaj/ambli,2,935,Resale,Ready to Move,4,Furnished,East,1,Low Floor,Medium,0.7
chharodi/tragad,3,1512,Resale,Ready to Move,11,Semi-Furnished,North,2,Low Floor,Medium,0.7
bodakdev/satellite/sindhubhavan marg,3,1282,New Property,Ready to Move,5,Furnished,East,2,Low Floor,Medium,0.75
vastral/sardar patel ring rd/odhav,3,1188,Resale,Ready to Move,13,Semi-Furnished,East,2,Mid Floor,Medium,0.72
vaishnodevi circle,2,1485,Resale,Ready to Move,12,Furnished,East,1,Mid Floor,Medium,0.72
prahlad nagar/jivraj park/vejalpur/jodhpur,2,1377,Resale,Ready to Move,10,Furnished,East,1,Low Floor,Medium,0.83
narolgam/vatva/ghodasar,3,1260,Resale,Ready to Move,4,Semi-Furnished,South,2,Low Floor,Medium,0.75
drive in rd/gurukul/naranpura,2,1323,Resale,Ready to Move,5,Semi-Furnished,East,1,Mid Floor,Medium,0.7
prahlad nagar/jivraj park/vejalpur/jodhpur,3,1445,Resale,Ready to Move,5,Furnished,East,2,Mid Floor,Medium,0.7
thaltej,2,770,Resale,Ready to Move,5,Furnished,East,1,Mid Floor,Medium,0.75
narolgam/vatva/ghodasar,2,1260,Resale,Ready to Move,7,Furnished,East,1,Mid Floor,Medium,0.72
bopal/ghuma/shilaj/ambli,3,1880,Resale,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,0.8
paldi/derasar-rd/ambawadi,3,1188,New Property,Ready to Move,10,Unfurnished,East,2,Mid Floor,Medium,0.75
vastral/sardar patel ring rd/odhav,3,1257,Resale,Ready to Move,13,Unfurnished,East,2,Mid Floor,Medium,0.75
gota/jagatpur/newranip/sola,3,1710,Resale,Ready to Move,5,Furnished,East,2,Mid Floor,Medium,0.75
bopal/ghuma/shilaj/ambli,3,1500,Resale,Ready to Move,7,Unfurnished,North,2,Mid Floor,Medium,0.7
prahlad nagar/jivraj park/vejalpur/jodhpur,1,5584,Resale,Ready to Move,4,Unfurnished,East,1,Low Floor,Medium,0.75
bopal/ghuma/shilaj/ambli,3,1500,Resale,Ready to Move,7,Semi-Furnished,East,2,Low Floor,Medium,0.77
narolgam/vatva/ghodasar,2,1287,Resale,Ready to Move,5,Furnished,East,1,Mid Floor,Medium,0.75
makarba/sarkhej,3,1155,Resale,Ready to Move,11,Unfurnished,South -West,2,Mid Floor,Medium,0.8
chandkheda,2,713,Resale,Ready to Move,5,Semi-Furnished,East,1,Low Floor,Low,0.75
chandkheda,2,833,New Property,Ready to Move,15,Furnished,East,1,Mid Floor,Medium,0.7
zundal,3,1870,Resale,Ready to Move,13,Unfurnished,West,2,Mid Floor,Medium,0.72
navrangpura/memnagar/ellisbridge,2,1287,Resale,Ready to Move,5,Furnished,East,1,Low Floor,Medium,0.74
bodakdev/satellite/sindhubhavan marg,2,935,Resale,Ready to Move,19,Furnished,East,1,Mid Floor,Medium,0.75
science city,2,1430,Resale,Ready to Move,3,Furnished,East,1,Low Floor,Medium,0.83
vastral/sardar patel ring rd/odhav,3,1500,Resale,Ready to Move,9,Unfurnished,East,2,Mid Floor,Medium,0.82
gandhinagar highway,2,1300,Resale,Ready to Move,12,Semi-Furnished,East,1,Mid Floor,Medium,0.75
bopal/ghuma/shilaj/ambli,3,1870,New Property,Under Construction,14,Unfurnished,South -West,2,Mid Floor,Medium,0.75
navrangpura/memnagar/ellisbridge,2,1359,Resale,Ready to Move,11,Unfurnished,East,1,Mid Floor,Medium,0.8
shela,3,1750,Resale,Ready to Move,13,Unfurnished,South -West,2,Mid Floor,Medium,0.76
drive in rd/gurukul/naranpura,3,1416,Resale,Ready to Move,9,Furnished,North - East,2,Mid Floor,Medium,0.75
bodakdev/satellite/sindhubhavan marg,3,1440,Resale,Ready to Move,10,Semi-Furnished,East,2,Low Floor,Medium,0.7
navrangpura/memnagar/ellisbridge,3,1188,Resale,Ready to Move,14,Unfurnished,North,2,Low Floor,Medium,0.72
chharodi/tragad,3,1683,Resale,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,0.75
narolgam/vatva/ghodasar,3,1305,Resale,Ready to Move,4,Furnished,North,2,Low Floor,Medium,0.75
shela,2,1775,Resale,Ready to Move,11,Unfurnished,East,1,Low Floor,Medium,0.72
motera,3,1535,Resale,Ready to Move,5,Furnished,East,2,Low Floor,Medium,0.75
shela,3,897,Resale,Ready to Move,12,Semi-Furnished,East,2,Mid Floor,Medium,0.73
vaishnodevi circle,3,1119,Resale,Ready to Move,7,Furnished,West,2,Low Floor,Medium,0.75
naroda/hansol,3,1485,Resale,Ready to Move,5,Furnished,East,2,Mid Floor,Medium,0.75
bopal/ghuma/shilaj/ambli,3,957,Resale,Ready to Move,7,Furnished,North - East,2,Mid Floor,Medium,0.7
paldi/derasar-rd/ambawadi,2,1228,Resale,Ready to Move,13,Furnished,North - East,1,Mid Floor,Medium,0.75
drive in rd/gurukul/naranpura,3,1155,Resale,Ready to Move,7,Semi-Furnished,South - East,2,Mid Floor,Medium,0.7
gota/jagatpur/newranip/sola,3,1815,Resale,Ready to Move,2,Unfurnished,North,2,Low Floor,Medium,0.75
bopal/ghuma/shilaj/ambli,3,1705,New Property,Ready to Move,14,Unfurnished,North - East,2,Mid Floor,Medium,0.81
bodakdev/satellite/sindhubhavan marg,3,1210,Resale,Ready to Move,4,Furnished,East,2,Mid Floor,Medium,0.71
navrangpura/memnagar/ellisbridge,2,968,New Property,Ready to Move,10,Furnished,East,1,Mid Floor,Medium,0.7
bodakdev/satellite/sindhubhavan marg,2,1100,Resale,Ready to Move,10,Furnished,East,1,Mid Floor,Medium,0.75
shela,3,1661,New Property,Ready to Move,11,Semi-Furnished,East,2,Mid Floor,Medium,0.7
shela,3,1615,Resale,Ready to Move,13,Unfurnished,West,2,High Floor,Medium,0.7
chankyapuri/ognaj/ghatlodiya,3,845,Resale,Ready to Move,10,Unfurnished,East,2,Low Floor,Medium,0.75
gota/jagatpur/newranip/sola,3,1575,Resale,Ready to Move,14,Unfurnished,North - East,2,Mid Floor,Medium,0.75
bopal/ghuma/shilaj/ambli,3,1210,New Property,Ready to Move,13,Semi-Furnished,North - East,2,High Floor,Medium,0.75
bopal/ghuma/shilaj/ambli,3,1550,Resale,Ready to Move,13,Unfurnished,East,2,Low Floor,Medium,0.78
bopal/ghuma/shilaj/ambli,3,1485,Resale,Ready to Move,13,Semi-Furnished,East,2,Mid Floor,Medium,0.78
bodakdev/satellite/sindhubhavan marg,3,1336,New Property,Ready to Move,10,Semi-Furnished,South - East,2,Mid Floor,Medium,0.8
gota/jagatpur/newranip/sola,3,974,Resale,Ready to Move,12,Semi-Furnished,North - West,2,Mid Floor,Medium,0.75
zundal,3,1065,New Property,Under Construction,14,Unfurnished,East,2,High Floor,Medium,0.72
shela,3,891,Resale,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,0.73
paldi/derasar-rd/ambawadi,2,891,Resale,Ready to Move,4,Furnished,East,1,Mid Floor,Medium,0.75
shela,3,991,Resale,Ready to Move,14,Furnished,North - East,2,Mid Floor,Medium,0.75
vaishnodevi circle,2,1300,Resale,Ready to Move,13,Unfurnished,East,1,Mid Floor,Medium,0.72
shela,3,1615,New Property,Ready to Move,14,Unfurnished,East,2,High Floor,Medium,0.73
zundal,3,1155,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.72
zundal,3,1109,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.72
gota/jagatpur/newranip/sola,3,900,New Property,Under Construction,10,Unfurnished,South,2,Mid Floor,Medium,0.72
shela,3,1015,New Property,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,0.75
shela,3,1065,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.75
zundal,3,930,Resale,Ready to Move,12,Unfurnished,East,2,Mid Floor,Medium,0.74
bopal/ghuma/shilaj/ambli,3,1065,Resale,Other,14,Unfurnished,East,2,Mid Floor,Medium,0.71
vaishnodevi circle,3,1683,New Property,Ready to Move,12,Unfurnished,East,2,Mid Floor,Medium,0.72
shela,3,898,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.71
shela,3,1750,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.74
vaishnodevi circle,3,1270,Resale,Ready to Move,12,Unfurnished,East,2,Mid Floor,Medium,0.75
bopal/ghuma/shilaj/ambli,3,1058,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.7
bopal/ghuma/shilaj/ambli,3,1795,New Property,Under Construction,22,Unfurnished,East,2,Mid Floor,Medium,0.72
bopal/ghuma/shilaj/ambli,3,950,Resale,Ready to Move,11,Unfurnished,North,2,Mid Floor,Medium,0.7
gandhinagar highway,2,693,Resale,Ready to Move,18,Unfurnished,East,1,High Floor,Medium,0.75
shela,3,1067,New Property,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,0.72
shela,3,1783,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.73
bopal/ghuma/shilaj/ambli,3,1065,New Property,Under Construction,22,Unfurnished,East,2,High Floor,Medium,0.7
bodakdev/satellite/sindhubhavan marg,3,1065,Resale,Other,14,Unfurnished,East,2,Mid Floor,Medium,0.7
vaishnodevi circle,3,1030,New Property,Under Construction,14,Unfurnished,North,2,High Floor,Medium,0.7
shela,3,1710,New Property,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,0.75
shela,3,1025,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.74
chharodi/tragad,3,893,New Property,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,0.71
gota/jagatpur/newranip/sola,3,947,New Property,Under Construction,14,Unfurnished,East,2,High Floor,Medium,0.71
shela,3,1065,New Property,Under Construction,21,Unfurnished,North,2,High Floor,Medium,0.7
shela,3,990,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.73
chharodi/tragad,3,1058,Resale,Other,14,Unfurnished,North - East,2,High Floor,Medium,0.75
bopal/ghuma/shilaj/ambli,3,1065,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.71
gota/jagatpur/newranip/sola,3,895,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.7
bopal/ghuma/shilaj/ambli,3,1570,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.7
shela,3,1119,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.7
bopal/ghuma/shilaj/ambli,3,1045,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.7
bopal/ghuma/shilaj/ambli,3,902,New Property,Under Construction,14,Unfurnished,West,2,Mid Floor,Medium,0.7
shela,3,1028,New Property,Under Construction,22,Unfurnished,East,2,Mid Floor,Medium,0.75
zundal,3,1845,New Property,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,0.71
bopal/ghuma/shilaj/ambli,3,1067,New Property,Under Construction,21,Unfurnished,East,2,High Floor,Medium,0.72
shela,3,975,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.75
bopal/ghuma/shilaj/ambli,3,908,New Property,Ready to Move,14,Unfurnished,West,2,Mid Floor,Medium,0.71
shela,3,1750,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.7
shela,3,1909,New Property,Under Construction,13,Unfurnished,East,2,Mid Floor,Medium,0.74
shela,3,975,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.73
bopal/ghuma/shilaj/ambli,3,1056,Resale,Ready to Move,14,Furnished,East,2,High Floor,Medium,0.75
vaishnodevi circle,3,873,New Property,Under Construction,12,Unfurnished,East,2,Mid Floor,Medium,0.75
bopal/ghuma/shilaj/ambli,3,1816,New Property,Ready to Move,14,Unfurnished,East,2,Low Floor,Medium,0.74
bopal/ghuma/shilaj/ambli,3,1065,New Property,Under Construction,10,Unfurnished,East,2,Mid Floor,Medium,0.74
bopal/ghuma/shilaj/ambli,3,1155,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.7
zundal,3,1980,Resale,Other,13,Unfurnished,East,2,High Floor,Medium,0.72
bopal/ghuma/shilaj/ambli,3,891,Resale,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,0.75
bopal/ghuma/shilaj/ambli,3,1056,New Property,Ready to Move,7,Unfurnished,East,2,Mid Floor,Medium,0.75
chharodi/tragad,3,1221,Resale,Ready to Move,14,Unfurnished,West,2,Mid Floor,Medium,0.75
bopal/ghuma/shilaj/ambli,3,878,Resale,Ready to Move,14,Unfurnished,East,2,High Floor,Medium,0.7
shela,3,1063,New Property,Under Construction,14,Unfurnished,East,2,High Floor,Medium,0.74
gota/jagatpur/newranip/sola,2,901,Resale,Ready to Move,10,Furnished,East,1,Mid Floor,Medium,0.72
bopal/ghuma/shilaj/ambli,3,957,New Property,Ready to Move,14,Unfurnished,East,2,High Floor,Medium,0.75
shela,3,942,Resale,Ready to Move,14,Semi-Furnished,East,2,Mid Floor,Medium,0.73
vaishnodevi circle,3,2030,Resale,Ready to Move,9,Furnished,East,2,Mid Floor,Medium,0.72
bopal/ghuma/shilaj/ambli,3,983,Resale,Ready to Move,14,Furnished,East,2,Mid Floor,Medium,0.71
zundal,3,1692,Resale,Ready to Move,12,Unfurnished,East,2,Mid Floor,Medium,0.75
bopal/ghuma/shilaj/ambli,3,934,Resale,Ready to Move,14,Furnished,East,2,High Floor,Medium,0.7
gandhinagar highway,3,1119,New Property,Ready to Move,14,Unfurnished,East,2,Low Floor,Medium,0.75
gota/jagatpur/newranip/sola,2,803,Resale,Ready to Move,12,Unfurnished,East,1,Mid Floor,Low,0.7
chankyapuri/ognaj/ghatlodiya,3,1045,Resale,Ready to Move,4,Furnished,East,2,Low Floor,Medium,0.75
gandhinagar highway,3,1427,Resale,Ready to Move,17,Furnished,East,2,High Floor,Medium,0.75
vaishnodevi circle,2,825,Resale,Ready to Move,17,Unfurnished,East,1,High Floor,Medium,0.7
bopal/ghuma/shilaj/ambli,3,1385,Resale,Ready to Move,12,Semi-Furnished,East,2,Mid Floor,Medium,0.75
bopal/ghuma/shilaj/ambli,3,891,Resale,Ready to Move,14,Furnished,East,2,Mid Floor,Medium,0.74
bopal/ghuma/shilaj/ambli,3,1065,New Property,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,0.71
bopal/ghuma/shilaj/ambli,3,1755,New Property,Under Construction,14,Unfurnished,East,2,Low Floor,Medium,0.71
science city,2,1107,Resale,Ready to Move,4,Semi-Furnished,North - East,1,Low Floor,Medium,0.7
gota/jagatpur/newranip/sola,3,1320,New Property,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,0.74
bopal/ghuma/shilaj/ambli,3,1067,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.71
shela,3,993,New Property,Ready to Move,12,Semi-Furnished,East,2,Mid Floor,Medium,0.72
bopal/ghuma/shilaj/ambli,3,1376,Resale,Ready to Move,13,Unfurnished,East,2,Mid Floor,Medium,0.7
bopal/ghuma/shilaj/ambli,3,1045,Resale,Ready to Move,7,Unfurnished,East,2,Mid Floor,Medium,0.7
shela,3,1475,Resale,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,0.71
bopal/ghuma/shilaj/ambli,3,985,Resale,Ready to Move,14,Semi-Furnished,East,2,Mid Floor,Medium,0.75
gota/jagatpur/newranip/sola,3,1980,Resale,Ready to Move,11,Unfurnished,East,2,Mid Floor,Medium,0.72
chankyapuri/ognaj/ghatlodiya,3,932,New Property,Ready to Move,10,Unfurnished,North,2,Mid Floor,Medium,0.72
vaishnodevi circle,3,990,New Property,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,0.75
bopal/ghuma/shilaj/ambli,3,1700,New Property,Under Construction,14,Unfurnished,East,2,High Floor,Medium,0.75
shela,3,897,Resale,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,0.7
shela,3,1025,Resale,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,0.72
shela,3,1067,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.73
gota/jagatpur/newranip/sola,3,990,New Property,Under Construction,13,Unfurnished,North - East,2,Mid Floor,Medium,0.73
bopal/ghuma/shilaj/ambli,3,1013,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.75
bopal/ghuma/shilaj/ambli,3,946,New Property,Ready to Move,13,Unfurnished,East,2,Mid Floor,Medium,0.72
bopal/ghuma/shilaj/ambli,3,1445,Resale,Ready to Move,13,Furnished,East,2,High Floor,Medium,0.75
chharodi/tragad,3,1100,Resale,Ready to Move,12,Unfurnished,East,2,Mid Floor,Medium,0.72
shela,3,1481,New Property,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,0.71
shela,3,1397,Resale,Ready to Move,13,Semi-Furnished,East,2,Mid Floor,Medium,0.75
gota/jagatpur/newranip/sola,3,1890,Resale,Ready to Move,9,Semi-Furnished,East,2,Mid Floor,Medium,0.72
shela,3,1435,Resale,Ready to Move,14,Semi-Furnished,East,2,Mid Floor,Medium,0.75
vaishnodevi circle,3,1458,Resale,Ready to Move,13,Semi-Furnished,North - East,2,Mid Floor,Medium,0.7
gota/jagatpur/newranip/sola,3,921,Resale,Ready to Move,4,Unfurnished,East,2,Low Floor,Medium,0.75
chharodi/tragad,3,1247,Resale,Ready to Move,11,Unfurnished,East,2,Mid Floor,Medium,0.75
bopal/ghuma/shilaj/ambli,3,950,Resale,Ready to Move,14,Unfurnished,East,2,High Floor,Medium,0.74
bopal/ghuma/shilaj/ambli,2,1285,Resale,Ready to Move,14,Furnished,North,1,Mid Floor,Medium,0.7
prahlad nagar/jivraj park/vejalpur/jodhpur,3,1485,Resale,Ready to Move,11,Semi-Furnished,East,2,Mid Floor,Medium,0.75
zundal,3,1436,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.73
vaishnodevi circle,2,1425,Resale,Ready to Move,14,Furnished,North - East,1,Mid Floor,Medium,0.75
shela,3,970,Resale,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,0.7
bodakdev/satellite/sindhubhavan marg,3,1170,Resale,Ready to Move,5,Unfurnished,East,2,Low Floor,Medium,0.74
paldi/derasar-rd/ambawadi,3,1475,Resale,Ready to Move,5,Semi-Furnished,East,2,Low Floor,Medium,0.75
gota/jagatpur/newranip/sola,2,972,Resale,Ready to Move,7,Furnished,North,1,Low Floor,Medium,0.7
bopal/ghuma/shilaj/ambli,3,880,Resale,Ready to Move,14,Unfurnished,East,2,Low Floor,Medium,0.75
bodakdev/satellite/sindhubhavan marg,2,1254,Resale,Ready to Move,5,Furnished,East,1,Low Floor,Medium,0.75
zundal,3,1116,Resale,Other,14,Unfurnished,East,2,Mid Floor,Medium,0.74
gota/jagatpur/newranip/sola,3,1800,Resale,Ready to Move,13,Unfurnished,East,2,Mid Floor,Medium,0.75
shela,3,1065,Resale,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,0.7
chharodi/tragad,3,1931,Resale,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,0.75
bopal/ghuma/shilaj/ambli,3,985,Resale,Ready to Move,14,Unfurnished,West,2,Mid Floor,Medium,0.75
motera,3,908,New Property,Ready to Move,9,Unfurnished,East,2,Mid Floor,Medium,0.72
bodakdev/satellite/sindhubhavan marg,2,1307,Resale,Ready to Move,5,Semi-Furnished,East,1,Mid Floor,Medium,0.75
prahlad nagar/jivraj park/vejalpur/jodhpur,3,1620,Resale,Ready to Move,5,Semi-Furnished,West,2,Mid Floor,Medium,0.75
shela,3,935,Resale,Ready to Move,13,Semi-Furnished,East,2,Mid Floor,Medium,0.73
gota/jagatpur/newranip/sola,2,110,Resale,Ready to Move,10,Furnished,East,1,Mid Floor,Medium,0.7
prahlad nagar/jivraj park/vejalpur/jodhpur,2,901,Resale,Ready to Move,11,Furnished,North - East,1,Mid Floor,Medium,0.7
bopal/ghuma/shilaj/ambli,3,1065,New Property,Under Construction,21,Unfurnished,East,2,High Floor,Medium,0.72
bopal/ghuma/shilaj/ambli,2,1155,Resale,Ready to Move,10,Furnished,East,1,Mid Floor,Medium,0.75
chandkheda,3,1620,New Property,Ready to Move,7,Semi-Furnished,North,2,Mid Floor,Medium,0.75
chandkheda,3,1680,Resale,Ready to Move,3,Semi-Furnished,East,2,Low Floor,Medium,0.72
prahlad nagar/jivraj park/vejalpur/jodhpur,2,1000,Resale,Ready to Move,7,Furnished,North,1,Mid Floor,Medium,0.7
motera,3,1188,New Property,Ready to Move,5,Unfurnished,East,2,Mid Floor,Medium,0.7
chharodi/tragad,3,1845,New Property,Under Construction,14,Unfurnished,East,2,High Floor,Medium,0.75
shela,3,1058,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,0.72
zundal,3,1069,New Property,Under Construction,14,Unfurnished,East,2,High Floor,Medium,0.7
bopal/ghuma/shilaj/ambli,3,963,New Property,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,0.72
vaishnodevi circle,3,1755,New Property,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,0.74
bopal/ghuma/shilaj/ambli,3,1430,Resale,Ready to Move,14,Unfurnished,North - East,2,Mid Floor,Medium,0.73
