location,bhk,built_up_area,transaction,status,totalfloor,furnishing,facing,bathroom,floor_category,luxury_category,price
paldi/derasar-rd/ambawadi,4,1980,Resale,Ready to Move,4,Furnished,East,3,Low Floor,Medium,1.25
gota/jagatpur/newranip/sola,3,1485,Resale,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,1.28
chharodi/tragad,4,1815,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.37
vaishnodevi circle,3,1485,New Property,Ready to Move,12,Furnished,East,2,Mid Floor,Medium,1.25
drive in rd/gurukul/naranpura,3,2090,Resale,Ready to Move,7,Unfurnished,East,2,Mid Floor,Medium,1.32
vastral/sardar patel ring rd/odhav,4,2800,New Property,Ready to Move,13,Unfurnished,East,3,Mid Floor,Medium,1.28
vaishnodevi circle,4,1851,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,1.26
bopal/ghuma/shilaj/ambli,3,1503,New Property,Under Construction,14,Unfurnished,East,2,High Floor,Medium,1.36
gota/jagatpur/newranip/sola,3,1317,New Property,Ready to Move,13,Furnished,East,2,High Floor,Medium,1.3
chharodi/tragad,3,1594,New Property,Under Construction,10,Unfurnished,East,2,Mid Floor,Medium,1.27
gota/jagatpur/newranip/sola,3,1408,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.27
chankyapuri/ognaj/ghatlodiya,3,154,Resale,Ready to Move,13,Semi-Furnished,North - East,2,Mid Floor,Medium,1.4
gandhinagar highway,3,1331,Resale,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,1.35
gota/jagatpur/newranip/sola,3,1169,Resale,Other,14,Unfurnished,East,2,Low Floor,Medium,1.22
gota/jagatpur/newranip/sola,3,2158,Resale,Ready to Move,14,Unfurnished,East,2,High Floor,Medium,1.25
navrangpura/memnagar/ellisbridge,3,1230,New Property,Ready to Move,4,Unfurnished,East,2,Low Floor,Medium,1.35
bodakdev/satellite/sindhubhavan marg,3,1099,Resale,Ready to Move,13,Furnished,East,2,Mid Floor,Medium,1.4
drive in rd/gurukul/naranpura,3,2250,Resale,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,1.22
vaishnodevi circle,3,1190,New Property,Under Construction,14,Unfurnished,East,2,High Floor,Medium,1.3
shela,3,2598,Resale,Ready to Move,20,Unfurnished,East,2,Mid Floor,Medium,1.37
bopal/ghuma/shilaj/ambli,3,1525,New Property,Ready to Move,13,Unfurnished,East,2,Mid Floor,Medium,1.3
drive in rd/gurukul/naranpura,3,2250,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.39
vaishnodevi circle,3,1518,New Property,Under Construction,21,Unfurnished,East,2,High Floor,Medium,1.38
gota/jagatpur/newranip/sola,3,1574,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.32
gota/jagatpur/newranip/sola,3,2367,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.3
vaishnodevi circle,4,1861,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.37
shela,3,1681,New Property,Under Construction,18,Unfurnished,East,2,Mid Floor,Medium,1.38
shela,4,2002,New Property,Ready to Move,14,Unfurnished,East,3,Mid Floor,Medium,1.32
paldi/derasar-rd/ambawadi,3,2140,New Property,Ready to Move,14,Unfurnished,East,2,Low Floor,Medium,1.21
bopal/ghuma/shilaj/ambli,3,1397,Resale,Ready to Move,12,Unfurnished,East,2,Low Floor,Medium,1.37
thaltej,3,1100,Resale,Ready to Move,12,Furnished,North - East,2,Low Floor,Medium,1.25
thaltej,3,1287,Resale,Ready to Move,7,Furnished,East,2,Mid Floor,Medium,1.32
shahibag/khokhra/saraspur,3,1257,Resale,Ready to Move,7,Unfurnished,East,2,Mid Floor,Medium,1.35
gota/jagatpur/newranip/sola,3,1485,Resale,Ready to Move,5,Unfurnished,East,2,Mid Floor,Medium,1.3
chandkheda,3,1307,Resale,Ready to Move,7,Furnished,East,2,Mid Floor,Medium,1.3
chharodi/tragad,4,1802,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.39
chharodi/tragad,3,2520,New Property,Under Construction,22,Unfurnished,East,2,Mid Floor,Medium,1.26
chharodi/tragad,3,2655,New Property,Ready to Move,13,Unfurnished,East,2,High Floor,Medium,1.32
chharodi/tragad,3,1505,New Property,Under Construction,21,Unfurnished,East,2,Low Floor,Medium,1.4
gota/jagatpur/newranip/sola,3,1455,New Property,Ready to Move,10,Unfurnished,North - East,2,Mid Floor,Medium,1.3
chharodi/tragad,3,1421,New Property,Under Construction,22,Unfurnished,East,2,Mid Floor,Medium,1.26
gota/jagatpur/newranip/sola,3,1426,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.25
gota/jagatpur/newranip/sola,3,1306,Resale,Ready to Move,13,Unfurnished,East,2,High Floor,Medium,1.35
gota/jagatpur/newranip/sola,4,2835,New Property,Ready to Move,13,Unfurnished,East,3,High Floor,Medium,1.4
shela,4,2825,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.22
drive in rd/gurukul/naranpura,3,1485,New Property,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,1.35
paldi/derasar-rd/ambawadi,3,2025,Resale,Ready to Move,14,Unfurnished,North - East,2,Mid Floor,Medium,1.36
vaishnodevi circle,3,1482,New Property,Under Construction,22,Unfurnished,East,2,High Floor,Medium,1.34
gota/jagatpur/newranip/sola,3,1613,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.28
gota/jagatpur/newranip/sola,3,2025,New Property,Ready to Move,7,Furnished,East,2,Low Floor,Medium,1.4
gota/jagatpur/newranip/sola,3,1601,New Property,Under Construction,21,Unfurnished,East,2,Mid Floor,Medium,1.26
vaishnodevi circle,3,1210,Resale,Ready to Move,12,Furnished,East,2,Mid Floor,Medium,1.25
shela,3,1658,New Property,Under Construction,18,Unfurnished,East,2,Mid Floor,Medium,1.37
gota/jagatpur/newranip/sola,3,1603,New Property,Under Construction,22,Unfurnished,East,2,High Floor,Medium,1.35
drive in rd/gurukul/naranpura,3,2374,New Property,Ready to Move,7,Unfurnished,East,2,Mid Floor,Medium,1.31
bopal/ghuma/shilaj/ambli,3,950,Resale,Ready to Move,14,Furnished,East,2,Low Floor,Medium,1.3
navrangpura/memnagar/ellisbridge,3,1125,Resale,Ready to Move,4,Semi-Furnished,East,2,Low Floor,Medium,1.3
gota/jagatpur/newranip/sola,3,1305,Resale,Ready to Move,13,Unfurnished,East,2,High Floor,Medium,1.25
gota/jagatpur/newranip/sola,3,1162,Resale,Ready to Move,14,Furnished,North - East,2,Mid Floor,Medium,1.35
navrangpura/memnagar/ellisbridge,3,1935,Resale,Ready to Move,10,Unfurnished,North - East,2,Mid Floor,Medium,1.25
gota/jagatpur/newranip/sola,3,1168,Resale,Ready to Move,7,Furnished,East,2,Mid Floor,Medium,1.35
gota/jagatpur/newranip/sola,3,1386,Resale,Ready to Move,12,Furnished,East,2,Mid Floor,Medium,1.35
gota/jagatpur/newranip/sola,3,1598,New Property,Under Construction,22,Unfurnished,East,2,Mid Floor,Medium,1.26
bopal/ghuma/shilaj/ambli,3,1985,Resale,Ready to Move,12,Semi-Furnished,East,2,Mid Floor,Medium,1.3
gota/jagatpur/newranip/sola,3,1519,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.25
chharodi/tragad,3,2520,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.26
vaishnodevi circle,3,2655,New Property,Ready to Move,13,Unfurnished,East,2,High Floor,Medium,1.32
bopal/ghuma/shilaj/ambli,3,1361,New Property,Ready to Move,14,Unfurnished,East,2,Low Floor,Medium,1.21
gota/jagatpur/newranip/sola,3,1447,New Property,Ready to Move,13,Unfurnished,East,2,Mid Floor,Medium,1.21
gota/jagatpur/newranip/sola,3,1408,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.29
gota/jagatpur/newranip/sola,3,1609,New Property,Under Construction,21,Unfurnished,East,2,Mid Floor,Medium,1.32
chharodi/tragad,3,2046,New Property,Under Construction,10,Unfurnished,East,2,Mid Floor,Medium,1.2
bopal/ghuma/shilaj/ambli,4,3300,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.35
paldi/derasar-rd/ambawadi,3,1178,New Property,Ready to Move,5,Unfurnished,East,2,Mid Floor,Medium,1.3
paldi/derasar-rd/ambawadi,3,2025,Resale,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,1.35
vaishnodevi circle,3,1445,New Property,Under Construction,22,Unfurnished,East,2,Mid Floor,Medium,1.26
gota/jagatpur/newranip/sola,3,1623,New Property,Under Construction,19,Unfurnished,East,2,High Floor,Medium,1.36
shela,3,1292,New Property,Ready to Move,12,Unfurnished,East,2,Mid Floor,Medium,1.34
vaishnodevi circle,3,2610,New Property,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,1.28
paldi/derasar-rd/ambawadi,3,1210,New Property,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,1.3
vaishnodevi circle,4,1931,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,1.34
gota/jagatpur/newranip/sola,3,1568,New Property,Under Construction,22,Unfurnished,East,2,High Floor,Medium,1.32
bopal/ghuma/shilaj/ambli,3,1228,Resale,Ready to Move,10,Furnished,East,2,Mid Floor,Medium,1.4
gandhinagar highway,3,1155,Resale,Ready to Move,13,Unfurnished,East,2,Mid Floor,Medium,1.2
bodakdev/satellite/sindhubhavan marg,3,1665,Resale,Ready to Move,12,Furnished,North,2,Mid Floor,Medium,1.4
navrangpura/memnagar/ellisbridge,3,1890,Resale,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,1.3
gota/jagatpur/newranip/sola,3,1485,Resale,Ready to Move,10,Unfurnished,East,2,Mid Floor,Medium,1.25
chharodi/tragad,4,2979,New Property,Under Construction,13,Unfurnished,East,3,High Floor,Medium,1.39
shela,3,1412,New Property,Under Construction,13,Unfurnished,West,2,Mid Floor,Medium,1.31
gota/jagatpur/newranip/sola,3,2520,New Property,Ready to Move,13,Unfurnished,East,2,High Floor,Medium,1.26
bopal/ghuma/shilaj/ambli,3,1397,New Property,Ready to Move,14,Unfurnished,East,2,Low Floor,Medium,1.24
gota/jagatpur/newranip/sola,3,1687,New Property,Under Construction,21,Unfurnished,East,2,Mid Floor,Medium,1.26
chharodi/tragad,3,1421,New Property,Under Construction,22,Unfurnished,East,2,Mid Floor,Medium,1.25
gota/jagatpur/newranip/sola,3,1486,Resale,Ready to Move,13,Furnished,North - East,2,High Floor,Medium,1.35
chharodi/tragad,3,2601,New Property,Under Construction,10,Unfurnished,East,2,Mid Floor,Medium,1.21
vastral/sardar patel ring rd/odhav,4,2800,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,1.26
paldi/derasar-rd/ambawadi,3,1198,New Property,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,1.26
gota/jagatpur/newranip/sola,4,1519,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.3
gota/jagatpur/newranip/sola,3,1573,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.28
thaltej,3,1100,New Property,Ready to Move,7,Furnished,East,2,Mid Floor,Medium,1.23
gota/jagatpur/newranip/sola,3,1623,New Property,Under Construction,22,Unfurnished,East,2,High Floor,Medium,1.36
gota/jagatpur/newranip/sola,3,1493,Resale,Ready to Move,12,Unfurnished,East,2,Mid Floor,Medium,1.4
gota/jagatpur/newranip/sola,3,2346,New Property,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,1.25
chharodi/tragad,3,2520,New Property,Under Construction,13,Unfurnished,East,2,Mid Floor,Medium,1.27
paldi/derasar-rd/ambawadi,3,1198,New Property,Under Construction,13,Unfurnished,East,2,High Floor,Medium,1.3
gandhinagar highway,3,2520,New Property,Ready to Move,13,Unfurnished,East,2,Mid Floor,Medium,1.26
shela,4,1791,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.33
gota/jagatpur/newranip/sola,3,1630,New Property,Under Construction,21,Unfurnished,East,2,Mid Floor,Medium,1.4
bopal/ghuma/shilaj/ambli,3,1430,New Property,Under Construction,14,Unfurnished,North - East,2,Mid Floor,Medium,1.21
gota/jagatpur/newranip/sola,3,2205,Resale,Ready to Move,7,Unfurnished,East,2,Mid Floor,Medium,1.3
shela,4,1972,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.33
navrangpura/memnagar/ellisbridge,3,1336,New Property,Ready to Move,4,Unfurnished,East,2,Low Floor,Medium,1.23
shela,4,2118,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.36
gota/jagatpur/newranip/sola,3,2340,New Property,Under Construction,13,Unfurnished,East,2,Mid Floor,Medium,1.24
prahlad nagar/jivraj park/vejalpur/jodhpur,3,1364,Resale,Ready to Move,12,Unfurnished,East,2,Mid Floor,Medium,1.4
gota/jagatpur/newranip/sola,3,1601,New Property,Under Construction,21,Unfurnished,East,2,High Floor,Medium,1.32
gota/jagatpur/newranip/sola,3,1438,New Property,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,1.37
chharodi/tragad,3,2430,New Property,Under Construction,13,Unfurnished,East,2,Mid Floor,Medium,1.23
sanand/godhavi,4,1997,New Property,Under Construction,14,Unfurnished,East,3,High Floor,Medium,1.32
gota/jagatpur/newranip/sola,3,2430,New Property,Ready to Move,13,Unfurnished,East,2,High Floor,Medium,1.21
shela,4,1746,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.29
gota/jagatpur/newranip/sola,3,1430,New Property,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,1.35
bopal/ghuma/shilaj/ambli,3,1430,New Property,Under Construction,14,Unfurnished,North - East,2,Mid Floor,Medium,1.24
gota/jagatpur/newranip/sola,3,2079,Resale,Ready to Move,12,Furnished,East,2,High Floor,Medium,1.3
vaishnodevi circle,3,3207,New Property,Under Construction,22,Unfurnished,East,2,Mid Floor,Medium,1.21
gota/jagatpur/newranip/sola,3,1513,New Property,Under Construction,21,Unfurnished,East,2,Mid Floor,Medium,1.25
bodakdev/satellite/sindhubhavan marg,3,1210,Resale,Ready to Move,5,Furnished,North - East,2,Low Floor,Medium,1.35
vaishnodevi circle,4,1990,New Property,Under Construction,13,Unfurnished,East,3,Low Floor,Medium,1.38
vaishnodevi circle,3,1548,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.38
bodakdev/satellite/sindhubhavan marg,3,2160,Resale,Ready to Move,10,Furnished,North,2,Mid Floor,Medium,1.35
gota/jagatpur/newranip/sola,3,2645,New Property,Under Construction,21,Unfurnished,East,2,Mid Floor,Medium,1.32
shela,3,1658,New Property,Under Construction,21,Unfurnished,East,2,High Floor,Medium,1.4
vaishnodevi circle,4,1980,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,1.38
vastral/sardar patel ring rd/odhav,4,1788,New Property,Ready to Move,14,Unfurnished,North - East,3,Mid Floor,Medium,1.28
gota/jagatpur/newranip/sola,3,1603,New Property,Under Construction,22,Unfurnished,East,2,High Floor,Medium,1.32
vaishnodevi circle,4,1936,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,1.35
gota/jagatpur/newranip/sola,3,1568,New Property,Under Construction,22,Unfurnished,East,2,High Floor,Medium,1.26
paldi/derasar-rd/ambawadi,3,1257,Resale,Ready to Move,7,Unfurnished,East,2,Mid Floor,Medium,1.3
gota/jagatpur/newranip/sola,3,1598,New Property,Under Construction,21,Unfurnished,East,2,High Floor,Medium,1.32
gota/jagatpur/newranip/sola,3,2520,New Property,Ready to Move,13,Unfurnished,East,2,Mid Floor,Medium,1.26
science city,3,1386,New Property,Under Construction,13,Unfurnished,East,2,Mid Floor,Medium,1.2
chharodi/tragad,3,1664,New Property,Under Construction,12,Unfurnished,East,2,Mid Floor,Medium,1.27
gota/jagatpur/newranip/sola,3,1344,New Property,Ready to Move,12,Unfurnished,East,2,Mid Floor,Medium,1.4
thaltej,3,1179,Resale,Ready to Move,13,Furnished,East,2,Mid Floor,Medium,1.25
vaishnodevi circle,3,1412,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.28
gota/jagatpur/newranip/sola,3,1436,Resale,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,1.3
shantipura circle/sanathal,4,3318,New Property,Under Construction,19,Unfurnished,West,3,Mid Floor,Medium,1.32
gota/jagatpur/newranip/sola,4,1634,New Property,Ready to Move,13,Unfurnished,West,3,Mid Floor,Medium,1.35
gota/jagatpur/newranip/sola,3,2430,New Property,Ready to Move,13,Unfurnished,East,2,Mid Floor,Medium,1.21
chharodi/tragad,3,1544,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.22
drive in rd/gurukul/naranpura,3,2250,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.38
paldi/derasar-rd/ambawadi,3,1301,New Property,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,1.37
vaishnodevi circle,3,1420,New Property,Under Construction,22,Unfurnished,East,2,High Floor,Medium,1.29
vaishnodevi circle,3,1190,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.29
gota/jagatpur/newranip/sola,3,1584,Resale,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,1.3
gota/jagatpur/newranip/sola,4,2513,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.28
gota/jagatpur/newranip/sola,3,2346,Resale,Ready to Move,14,Unfurnished,East,2,Low Floor,Medium,1.3
gota/jagatpur/newranip/sola,3,1607,New Property,Under Construction,22,Unfurnished,East,2,Mid Floor,Medium,1.36
bopal/ghuma/shilaj/ambli,3,1504,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.3
gota/jagatpur/newranip/sola,3,1485,Resale,Ready to Move,7,Unfurnished,East,2,Mid Floor,Medium,1.3
gota/jagatpur/newranip/sola,3,1525,New Property,Under Construction,8,Unfurnished,East,2,Mid Floor,Medium,1.31
gandhinagar highway,4,2513,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.28
bopal/ghuma/shilaj/ambli,3,1540,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.33
gota/jagatpur/newranip/sola,3,1985,Resale,Ready to Move,10,Furnished,North - East,2,Mid Floor,Medium,1.25
gota/jagatpur/newranip/sola,3,2277,Resale,Ready to Move,12,Furnished,East,2,Mid Floor,Medium,1.35
chharodi/tragad,3,1375,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.32
paldi/derasar-rd/ambawadi,3,1224,New Property,Under Construction,13,Unfurnished,North,2,Mid Floor,Medium,1.33
gandhinagar highway,3,2430,New Property,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,1.21
gota/jagatpur/newranip/sola,3,1170,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.22
bopal/ghuma/shilaj/ambli,3,1473,New Property,Ready to Move,14,Unfurnished,East,2,High Floor,Medium,1.24
gandhinagar highway,3,2430,New Property,Ready to Move,13,Unfurnished,East,2,Mid Floor,Medium,1.21
bopal/ghuma/shilaj/ambli,3,1361,New Property,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,1.21
drive in rd/gurukul/naranpura,3,1156,New Property,Ready to Move,18,Unfurnished,East,2,High Floor,Medium,1.26
chharodi/tragad,3,2430,New Property,Ready to Move,13,Unfurnished,East,2,Mid Floor,Medium,1.21
drive in rd/gurukul/naranpura,3,1460,New Property,Ready to Move,13,Unfurnished,East,2,Mid Floor,Medium,1.38
vaishnodevi circle,4,2513,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.28
prahlad nagar/jivraj park/vejalpur/jodhpur,3,1252,New Property,Under Construction,10,Unfurnished,West,2,Mid Floor,Medium,1.2
gota/jagatpur/newranip/sola,3,2335,New Property,Under Construction,14,Unfurnished,East,2,High Floor,Medium,1.35
vaishnodevi circle,4,3060,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,1.29
vaishnodevi circle,3,1850,Resale,Ready to Move,16,Unfurnished,East,2,Mid Floor,Medium,1.3
vaishnodevi circle,3,1996,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.25
gandhinagar highway,3,1966,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.25
vaishnodevi circle,3,2164,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.39
gota/jagatpur/newranip/sola,3,2729,New Property,Under Construction,13,Unfurnished,East,2,Mid Floor,Medium,1.36
gandhinagar highway,3,2350,New Property,Under Construction,22,Unfurnished,East,2,High Floor,Medium,1.29
vaishnodevi circle,3,2440,New Property,Under Construction,22,Unfurnished,East,2,Mid Floor,Medium,1.34
gota/jagatpur/newranip/sola,3,2645,New Property,Under Construction,21,Unfurnished,East,2,Mid Floor,Medium,1.26
vaishnodevi circle,3,2729,New Property,Under Construction,13,Unfurnished,East,2,Mid Floor,Medium,1.36
vaishnodevi circle,3,2335,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.35
gandhinagar highway,3,2335,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.35
gota/jagatpur/newranip/sola,4,2512,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.28
gandhinagar highway,4,1392,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.22
chharodi/tragad,3,2555,New Property,Ready to Move,13,Unfurnished,East,2,High Floor,Medium,1.34
vaishnodevi circle,3,2645,New Property,Under Construction,21,Unfurnished,East,2,High Floor,Medium,1.32
gandhinagar highway,3,2652,New Property,Under Construction,21,Unfurnished,East,2,Mid Floor,Medium,1.35
science city,3,1109,New Property,Under Construction,20,Unfurnished,East,2,Mid Floor,Medium,1.55
bopal/ghuma/shilaj/ambli,3,1452,New Property,Under Construction,20,Unfurnished,East,2,High Floor,Medium,1.56
gota/jagatpur/newranip/sola,4,2094,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.53
bopal/ghuma/shilaj/ambli,3,2400,New Property,Under Construction,21,Unfurnished,East,2,High Floor,Medium,1.45
vaishnodevi circle,4,3222,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.52
paldi/derasar-rd/ambawadi,3,1683,Resale,Ready to Move,4,Furnished,East,2,Mid Floor,Medium,1.55
bodakdev/satellite/sindhubhavan marg,4,3872,Resale,Other,14,Unfurnished,East,3,Mid Floor,Medium,1.58
vaishnodevi circle,4,1969,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.57
vaishnodevi circle,3,1546,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.51
science city,3,1436,New Property,Under Construction,13,Unfurnished,East,2,Mid Floor,Medium,1.42
bodakdev/satellite/sindhubhavan marg,3,1100,Resale,Ready to Move,13,Furnished,North - East,2,Mid Floor,Medium,1.55
shela,3,2598,New Property,Under Construction,22,Unfurnished,North - East,2,High Floor,Medium,1.55
gota/jagatpur/newranip/sola,3,1971,Resale,Ready to Move,13,Furnished,East,2,Low Floor,Medium,1.5
shela,4,2046,New Property,Under Construction,14,Unfurnished,North - East,3,Mid Floor,Medium,1.43
shela,3,1658,Resale,Ready to Move,21,Unfurnished,East,2,High Floor,Medium,1.5
science city,3,1116,Resale,Ready to Move,7,Furnished,West,2,Mid Floor,Medium,1.55
shela,3,1658,New Property,Under Construction,21,Unfurnished,East,2,Mid Floor,Medium,1.42
gota/jagatpur/newranip/sola,4,1881,New Property,Under Construction,14,Unfurnished,East,3,High Floor,Medium,1.59
bopal/ghuma/shilaj/ambli,3,1221,Resale,Ready to Move,22,Furnished,East,2,Low Floor,Medium,1.6
gota/jagatpur/newranip/sola,4,3240,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.53
bodakdev/satellite/sindhubhavan marg,3,1099,Resale,Ready to Move,14,Semi-Furnished,North,2,Mid Floor,Medium,1.45
shantipura circle/sanathal,4,3318,New Property,Under Construction,19,Unfurnished,East,3,High Floor,Medium,1.45
shela,3,1808,New Property,Under Construction,22,Unfurnished,East,2,High Floor,Medium,1.58
bopal/ghuma/shilaj/ambli,3,1221,Resale,Ready to Move,21,Furnished,East,2,Low Floor,Medium,1.6
vaishnodevi circle,4,1890,New Property,Under Construction,20,Unfurnished,East,3,Mid Floor,Medium,1.45
shantipura circle/sanathal,4,2006,New Property,Under Construction,17,Unfurnished,East,3,Mid Floor,Medium,1.45
shela,3,1681,New Property,Under Construction,21,Unfurnished,East,2,High Floor,Medium,1.55
gota/jagatpur/newranip/sola,3,2645,New Property,Under Construction,22,Unfurnished,East,2,High Floor,Medium,1.5
gota/jagatpur/newranip/sola,4,3620,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,1.57
paldi/derasar-rd/ambawadi,3,2025,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.55
gota/jagatpur/newranip/sola,4,1519,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.45
shantipura circle/sanathal,3,1447,New Property,Under Construction,20,Unfurnished,East,2,Mid Floor,Medium,1.45
shantipura circle/sanathal,4,2008,New Property,Under Construction,19,Unfurnished,East,3,Mid Floor,Medium,1.49
shantipura circle/sanathal,4,2006,New Property,Under Construction,9,Unfurnished,North,3,Mid Floor,Medium,1.46
shantipura circle/sanathal,4,3318,Resale,Other,18,Unfurnished,East,3,Mid Floor,Medium,1.46
bopal/ghuma/shilaj/ambli,4,2013,New Property,Under Construction,13,Unfurnished,West,3,Mid Floor,Medium,1.54
shela,4,2090,New Property,Under Construction,18,Unfurnished,East,3,Mid Floor,Medium,1.51
bopal/ghuma/shilaj/ambli,4,2009,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,1.54
vaishnodevi circle,4,1824,New Property,Under Construction,22,Unfurnished,East,3,High Floor,Medium,1.45
bopal/ghuma/shilaj/ambli,4,1980,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.52
shantipura circle/sanathal,4,3318,New Property,Under Construction,18,Unfurnished,East,3,Mid Floor,Medium,1.45
shela,3,1571,Resale,Other,18,Unfurnished,East,2,Mid Floor,Medium,1.55
shela,4,1707,Resale,Other,15,Unfurnished,North - East,3,Mid Floor,Medium,1.5
shela,3,1658,New Property,Under Construction,22,Unfurnished,East,2,High Floor,Medium,1.42
shahibag/khokhra/saraspur,3,1506,New Property,Under Construction,13,Unfurnished,East,2,Mid Floor,Medium,1.53
shela,3,1746,New Property,Under Construction,14,Unfurnished,North - East,2,Mid Floor,Medium,1.45
bopal/ghuma/shilaj/ambli,4,2200,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,1.52
gandhinagar highway,3,1486,New Property,Under Construction,21,Unfurnished,East,2,Mid Floor,Medium,1.49
gandhinagar highway,3,1538,New Property,Under Construction,20,Unfurnished,East,2,High Floor,Medium,1.47
prahlad nagar/jivraj park/vejalpur/jodhpur,3,1254,New Property,Under Construction,9,Unfurnished,East,2,Mid Floor,Medium,1.45
paldi/derasar-rd/ambawadi,3,2025,New Property,Under Construction,17,Unfurnished,East,2,Mid Floor,Medium,1.48
shela,3,1658,New Property,Under Construction,22,Unfurnished,East,2,High Floor,Medium,1.45
bopal/ghuma/shilaj/ambli,4,1967,New Property,Under Construction,21,Unfurnished,East,3,High Floor,Medium,1.56
shantipura circle/sanathal,4,2200,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.43
